function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,power_usage_function_nmap,replica_nmap,overloaded_function_nmap,medium_latency_function_nmap,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,power_usage_function_env,replica_env,overloaded_function_env,medium_latency_function_env,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
shasum,0,1.000,0.000,0.000,nan,1,0,0,nmap,0,1.000,0.000,0.000,nan,1,0,0,env,0,1.000,0.000,0.000,nan,1,0,0,37.733,52.400,7524806656.000,7539660800.000,88.944,89.128,nan,nan,10,0
shasum,0,1.000,0.000,0.000,nan,1,0,0,nmap,0,1.000,0.000,0.000,nan,1,0,0,env,0,1.000,0.000,0.000,nan,1,0,0,43.067,43.067,7540281344.000,7540281344.000,89.139,89.139,nan,nan,15,0
shasum,0,1.000,0.000,0.000,nan,1,0,0,nmap,0,1.000,0.000,0.000,nan,1,0,0,env,0,1.000,0.000,0.000,nan,1,0,0,43.067,43.067,7540281344.000,7540281344.000,89.139,89.139,nan,nan,10,0
shasum,0,1.000,0.058,3038549.333,nan,1,0,0,nmap,0,1.000,0.066,11254784.000,nan,1,0,0,env,20,1.000,2.588,14247594.667,nan,1,0,8272972,36.867,46.967,7539820544.000,7550196224.000,89.160,89.285,nan,nan,20,0
shasum,0,1.000,0.054,3270314.667,nan,1,0,0,nmap,0,1.000,0.051,11449514.667,nan,1,0,0,env,20,1.000,2.449,2903074.133,nan,1,0,6477893,40.667,48.000,7447998464.000,7423742464.000,88.056,87.763,nan,nan,30,0
shasum,0,1.000,0.059,3441152.000,nan,1,0,0,nmap,0,1.000,0.059,11612057.600,nan,1,0,0,env,20,1.000,2.369,18041685.333,nan,3,0,6515040,39.467,49.633,7390400512.000,7392503296.000,87.364,87.390,nan,nan,25,0
shasum,0,1.000,0.051,3711122.286,nan,1,0,0,nmap,0,1.000,0.054,11858944.000,nan,1,0,0,env,40,1.000,4.431,18203638.248,nan,2,0,7099205,39.333,55.967,7404310528.000,7405197824.000,87.533,87.540,nan,nan,45,0
shasum,0,1.000,0.063,3891029.333,nan,1,0,0,nmap,0,1.000,0.067,12048042.667,nan,1,0,0,env,40,1.000,4.643,3469312.000,nan,2,0,5989621,37.200,53.367,7422547968.000,7423925248.000,87.751,87.766,nan,nan,30,0
shasum,0,1.000,0.057,4096682.667,nan,1,0,0,nmap,0,1.000,0.059,12249600.000,nan,1,0,0,env,40,1.000,4.658,4115421.867,nan,1,0,6262099,38.600,54.533,7418511360.000,7417169408.000,87.701,87.683,nan,nan,30,0
shasum,0,1.000,0.050,4245040.762,nan,1,0,0,nmap,0,1.000,0.054,12423509.333,nan,1,0,0,env,60,1.000,6.457,2700019.810,nan,2,0,6189039,39.333,62.350,7423326208.000,7426935296.000,87.756,87.798,nan,nan,25,0
shasum,0,1.000,0.059,4448938.667,nan,1,0,0,nmap,0,1.000,0.062,12613461.333,nan,1,0,0,env,60,1.000,6.370,2762325.333,nan,2,0,6301664,40.800,63.850,7442604032.000,7444477952.000,87.996,88.017,nan,nan,30,0
shasum,0,1.000,0.061,4612266.667,nan,1,0,0,nmap,0,1.000,0.061,12793685.333,nan,1,0,0,env,60,1.000,7.024,2641920.000,nan,2,0,6085956,41.867,62.567,7432357888.000,7430047744.000,87.862,87.834,nan,nan,30,0
shasum,0,1.000,0.057,4824064.000,nan,1,0,0,nmap,0,1.000,0.061,12984320.000,nan,1,0,0,env,80,1.000,9.299,3934037.333,nan,1,0,6258280,41.800,67.650,7438716928.000,7437132288.000,87.941,87.920,nan,nan,30,0
shasum,0,1.000,0.056,5028352.000,nan,1,0,0,nmap,0,1.000,0.058,13210672.762,nan,1,0,0,env,80,1.000,7.882,2498560.000,nan,2,0,6261323,42.933,69.367,7444246528.000,7440932864.000,88.005,87.963,nan,nan,40,0
shasum,0,1.000,0.054,5226486.248,nan,1,0,0,nmap,0,1.000,0.067,13400064.000,nan,1,0,0,env,80,1.000,9.482,6889437.867,nan,2,0,6069696,42.467,69.050,7449059328.000,7450530816.000,88.063,88.080,nan,nan,30,0
shasum,0,1.000,0.056,5633877.333,nan,1,0,0,nmap,0,1.000,0.071,13819392.000,nan,1,0,0,env,100,1.000,10.735,18392917.333,nan,1,0,7147587,38.000,66.200,7441741824.000,7440424960.000,87.961,87.945,nan,nan,105,0
shasum,0,1.000,0.057,6345562.210,nan,1,0,0,nmap,0,1.000,0.065,14553429.333,nan,1,0,0,env,100,1.000,10.276,2869350.400,nan,2,0,7280332,40.333,75.133,7460464640.000,7457055744.000,88.194,88.150,nan,nan,40,0
shasum,0,1.000,0.059,6498776.990,nan,1,0,0,nmap,0,1.000,0.072,14165089.524,nan,1,0,0,env,100,1.000,11.215,2523136.000,nan,2,0,6835152,42.267,74.400,7468810240.000,7466485248.000,88.296,88.267,nan,nan,30,0
shasum,0,1.000,0.051,4242432.000,nan,1,0,0,nmap,0,1.000,0.066,12492629.333,nan,1,0,0,env,120,1.000,13.096,2367488.000,nan,2,0,7669347,40.667,76.117,7464503296.000,7466395136.000,88.242,88.264,nan,nan,30,0
shasum,0,1.000,0.049,4352750.933,nan,1,0,0,nmap,0,1.000,0.072,12580352.000,nan,1,0,0,env,120,1.000,12.230,3733026.133,nan,1,0,6513360,40.867,73.833,7463383040.000,7463282688.000,88.229,88.227,nan,nan,30,0
shasum,0,1.000,0.049,4281002.667,nan,1,0,0,nmap,0,1.000,0.059,12429312.000,nan,1,0,0,env,120,1.000,12.272,18571264.000,nan,2,0,7390003,41.533,79.783,7473858560.000,7471024640.000,88.353,88.319,nan,nan,25,0
shasum,0,1.000,0.049,4385484.800,nan,1,0,0,nmap,0,1.000,0.061,12547852.190,nan,1,0,0,env,140,1.000,12.389,18620825.600,nan,2,0,8297159,39.067,82.633,7471446016.000,7469366784.000,88.323,88.295,nan,nan,45,0
shasum,0,1.000,0.052,4476781.714,nan,1,0,0,nmap,0,1.000,0.062,12559164.952,nan,1,0,0,env,140,1.000,14.088,2774693.790,nan,2,0,9128858,38.933,82.117,7471732736.000,7475663872.000,88.327,88.368,nan,nan,30,0
shasum,0,1.000,0.063,4444160.000,nan,1,0,0,nmap,0,1.000,0.074,12609536.000,nan,1,0,0,env,140,1.000,15.082,2629632.000,nan,2,0,8942649,41.933,82.883,7472166912.000,7472088576.000,88.298,88.297,nan,nan,30,0
shasum,0,1.000,0.061,4337664.000,nan,1,0,0,nmap,0,1.000,0.055,12674560.000,nan,1,0,0,env,160,1.000,16.252,3444633.600,nan,1,0,7573833,38.800,84.901,7489218560.000,7491436032.000,88.496,88.522,nan,nan,30,0
shasum,0,1.000,0.054,4421836.800,nan,1,0,0,nmap,0,1.000,0.071,12596906.667,nan,1,0,0,env,160,1.000,15.714,18998613.333,nan,2,0,10041955,38.400,89.067,7480711168.000,7482902528.000,88.385,88.412,nan,nan,70,0
shasum,0,1.000,0.050,4494165.333,nan,1,0,0,nmap,0,1.000,0.072,12492014.933,nan,1,0,0,env,160,1.000,16.252,2854044.038,nan,2,0,10436996,40.733,89.150,7504721920.000,7501847552.000,88.688,88.653,nan,nan,30,0
shasum,0,1.000,0.055,4355413.333,nan,1,0,0,nmap,0,1.000,0.059,12406784.000,nan,1,0,0,env,180,1.000,19.401,2822348.800,nan,2,0,16322572,40.133,91.517,7495831552.000,7496697856.000,88.583,88.593,nan,nan,30,0
shasum,0,1.000,0.058,4411392.000,nan,1,0,0,nmap,0,1.000,0.057,12202666.667,nan,1,0,0,env,180,1.000,18.629,2886656.000,nan,2,0,23944557,41.867,90.817,7504109568.000,7503974400.000,88.658,88.657,nan,nan,30,0
shasum,0,1.000,0.063,4353365.333,nan,1,0,0,nmap,0,1.000,0.057,12333056.000,nan,1,0,0,env,180,1.000,17.916,19248298.667,nan,1,0,12264094,39.133,86.967,7509387264.000,7508246016.000,88.729,88.714,nan,nan,30,0
shasum,0,1.000,0.059,4379648.000,nan,1,0,0,nmap,0,1.000,0.067,12371285.333,nan,1,0,0,env,200,1.000,18.802,2797789.867,nan,1,0,16014575,39.267,99.135,7504562176.000,7503348224.000,88.669,88.652,nan,nan,40,0
shasum,0,1.000,0.060,4400917.943,nan,1,0,0,nmap,0,1.000,0.061,12173312.000,nan,1,0,0,env,200,1.000,19.702,2944029.257,nan,2,0,19374764,38.800,97.567,7508711424.000,7511401984.000,88.713,88.745,nan,nan,30,0
shasum,0,1.000,0.064,4465980.952,nan,1,0,0,nmap,0,1.000,0.080,12230314.667,nan,1,0,0,env,200,1.000,21.074,2808183.467,nan,2,0,43905157,39.000,96.283,7512469504.000,7515483136.000,88.760,88.796,nan,nan,30,0
shasum,0,1.000,0.076,3803253.029,nan,1,0,0,nmap,20,0.568,70.684,312461936.152,nan,1,1,21407328840,env,0,1.000,0.091,13927706.819,nan,1,0,0,38.733,148.733,7521071104.000,7806588050.286,88.859,92.300,nan,nan,30,1
shasum,0,1.000,0.081,5943569.067,nan,1,0,0,nmap,20,0.997,82.854,303116151.467,nan,1,0,14965626342,env,0,1.000,0.074,5860014.568,nan,1,0,0,42.400,131.133,7408685056.000,7678641766.400,87.574,90.832,nan,nan,110,1
shasum,0,1.000,0.086,4985400.889,nan,1,0,0,nmap,20,0.930,78.264,133603328.000,nan,2,0,14089409449,env,0,1.000,0.056,3932956.444,nan,1,0,0,41.533,133.767,7390373888.000,7612207786.667,87.355,90.040,nan,nan,55,1
shasum,20,1.000,2.730,9753429.333,nan,1,0,7243645,nmap,0,1.000,0.070,32534528.000,nan,1,0,0,env,0,1.000,0.071,3757909.333,nan,1,0,0,40.533,47.733,7416334336.000,7407047680.000,87.695,87.583,nan,nan,45,0
shasum,20,1.000,2.578,14678016.000,nan,2,0,7779750,nmap,0,1.000,0.077,28386986.667,nan,1,0,0,env,0,1.000,0.067,4198400.000,nan,1,0,0,40.733,51.467,7391393792.000,7393175552.000,87.388,87.410,nan,nan,85,0
shasum,20,1.000,2.604,14602649.600,nan,2,0,7618202,nmap,0,1.000,0.059,27829930.667,nan,1,0,0,env,0,1.000,0.074,4517254.095,nan,1,0,0,42.733,52.800,7398021120.000,7400167936.000,87.463,87.488,nan,nan,75,0
shasum,20,1.000,2.820,3141632.000,nan,1,0,8245176,nmap,0,1.000,0.070,27155797.333,nan,1,0,0,env,20,1.000,2.478,6501205.333,nan,1,0,7107295,40.667,55.317,7408218112.000,7409928192.000,87.580,87.600,nan,nan,75,0
shasum,20,1.000,2.487,14548650.667,nan,1,0,7591553,nmap,0,1.000,0.077,27037696.000,nan,1,0,0,env,20,1.000,2.267,8627029.333,nan,1,0,6568866,40.267,52.533,7413895168.000,7415940608.000,87.667,87.692,nan,nan,75,0
shasum,20,1.000,2.457,14559061.333,nan,2,0,7480035,nmap,0,1.000,0.069,27002368.000,nan,1,0,0,env,20,1.000,2.244,2780160.000,nan,2,0,6677797,41.600,59.233,7447760896.000,7444549632.000,88.092,88.047,nan,nan,40,0
shasum,20,1.000,2.209,14580087.467,nan,2,0,10777113,nmap,0,1.000,0.065,27008512.000,nan,1,0,0,env,40,1.000,4.850,2688136.533,nan,2,0,10171819,41.467,65.800,7448784896.000,7450806784.000,88.099,88.120,nan,nan,30,0
shasum,20,1.000,2.748,14688085.333,nan,2,0,9959525,nmap,0,1.000,0.076,27099818.667,nan,1,0,0,env,40,1.000,4.918,3383876.267,nan,2,0,7894856,42.467,66.683,7460546560.000,7463985152.000,88.219,88.258,nan,nan,30,0
shasum,20,1.000,2.522,14768469.333,nan,1,0,6609549,nmap,0,1.000,0.067,27984554.667,nan,1,0,0,env,40,1.000,4.875,4721902.933,nan,1,0,6372700,42.933,63.667,7474503680.000,7473902080.000,88.383,88.373,nan,nan,30,0
shasum,20,1.000,2.429,14869845.333,nan,1,0,8253741,nmap,0,1.000,0.082,28071936.000,nan,1,0,0,env,60,1.000,7.270,9039018.667,nan,1,0,7238955,41.733,66.667,7462254592.000,7460634624.000,88.211,88.192,nan,nan,75,0
shasum,20,1.000,2.410,14688426.667,nan,2,0,7967655,nmap,0,1.000,0.072,28629674.667,nan,1,0,0,env,60,1.000,7.209,3790848.000,nan,2,0,7500057,41.867,73.283,7468847104.000,7470651904.000,88.277,88.300,nan,nan,70,0
shasum,20,1.000,2.518,14795776.000,nan,2,0,9045203,nmap,0,1.000,0.059,28917760.000,nan,1,0,0,env,60,1.000,6.868,9246720.000,nan,2,0,6708847,39.267,66.317,7458955264.000,7461318656.000,88.158,88.186,nan,nan,90,0
shasum,20,1.000,2.413,14692352.000,nan,1,0,8374349,nmap,0,1.000,0.063,28672000.000,nan,1,0,0,env,80,1.000,8.812,2849757.867,nan,2,0,8608815,41.400,72.550,7482482688.000,7485426688.000,88.459,88.493,nan,nan,30,0
shasum,20,1.000,2.148,12509696.000,nan,1,0,8394372,nmap,0,1.000,0.073,27373568.000,nan,1,0,0,env,80,1.000,8.415,7536332.800,nan,1,0,7236720,41.667,76.500,7454730240.000,7466337792.000,88.089,88.229,nan,nan,295,0
shasum,20,1.000,2.463,14511274.667,nan,1,0,7072933,nmap,0,1.000,0.075,26931200.000,nan,1,0,0,env,80,1.000,9.188,2650112.000,nan,2,0,6616605,43.133,76.551,7474081792.000,7474294784.000,88.320,88.322,nan,nan,85,0
shasum,20,1.000,2.203,13935786.667,nan,1,0,7437951,nmap,0,1.000,0.060,25952256.000,nan,1,0,0,env,100,1.000,10.284,9532586.667,nan,1,0,6563041,41.933,72.517,7483017216.000,7484004352.000,88.399,88.411,nan,nan,120,0
shasum,20,1.000,2.303,14373068.800,nan,2,0,8930409,nmap,0,1.000,0.069,25956761.600,nan,1,0,0,env,100,1.000,9.975,2760411.429,nan,2,0,8215808,40.933,80.617,7522351104.000,7515262976.000,88.896,88.804,nan,nan,40,0
shasum,20,1.000,2.399,14477858.133,nan,2,0,9841400,nmap,0,1.000,0.068,25968640.000,nan,1,0,0,env,100,1.000,10.058,2886212.267,nan,2,0,10761918,42.867,80.317,7527270400.000,7529573888.000,88.949,88.975,nan,nan,30,0
shasum,20,1.000,2.456,14475264.000,nan,1,0,10808244,nmap,0,1.000,0.076,25579520.000,nan,1,0,0,env,120,1.000,13.187,2392064.000,nan,2,0,9573468,42.800,83.900,7535771648.000,7534929920.000,89.044,89.033,nan,nan,30,0
shasum,20,1.000,2.390,14457344.000,nan,1,0,9687805,nmap,0,1.000,0.062,24694784.000,nan,1,0,0,env,120,1.000,12.524,2916096.000,nan,1,0,8431243,43.333,83.300,7553468416.000,7542699008.000,89.256,89.117,nan,nan,45,0
shasum,20,1.000,2.228,2846720.000,nan,2,0,11142378,nmap,0,1.000,0.062,24694784.000,nan,1,0,0,env,120,1.000,12.306,2732032.000,nan,1,0,10587503,38.267,85.233,7528087552.000,7528542720.000,88.926,88.932,nan,nan,70,0
shasum,20,1.000,2.073,14453589.333,nan,1,0,12595897,nmap,0,1.000,0.072,24702293.333,nan,1,0,0,env,140,1.000,14.323,2802200.381,nan,1,0,29449518,42.667,91.583,7547103232.000,7550457344.000,89.171,89.211,nan,nan,30,0
shasum,20,1.000,2.560,2718685.867,nan,2,0,12816678,nmap,0,1.000,0.064,24401408.000,nan,1,0,0,env,140,1.000,15.673,5105595.733,nan,2,0,27964892,41.867,89.850,7553609728.000,7560003584.000,89.246,89.321,nan,nan,30,0
shasum,20,1.000,2.481,14364501.333,nan,1,0,12442663,nmap,0,1.000,0.058,23871488.000,nan,1,0,0,env,140,1.000,14.889,2236416.000,nan,2,0,21632731,43.267,89.186,7554217984.000,7559101952.000,89.245,89.304,nan,nan,30,0
shasum,20,1.000,2.407,14429696.000,nan,1,0,12044192,nmap,0,1.000,0.058,22851584.000,nan,1,0,0,env,160,1.000,15.784,2762240.000,nan,1,0,22226750,42.867,92.184,7574282240.000,7564366336.000,89.483,89.359,nan,nan,45,0
shasum,20,1.000,2.232,14471509.333,nan,1,0,12212458,nmap,0,1.000,0.071,22941696.000,nan,1,0,0,env,160,1.000,15.701,2748416.000,nan,1,0,19307892,38.933,94.033,7535511552.000,7542398464.000,88.994,89.077,nan,nan,70,0
shasum,20,1.000,2.364,14535918.933,nan,1,0,13519684,nmap,0,1.000,0.087,22941696.000,nan,1,0,0,env,160,1.000,15.208,2699649.219,nan,1,0,41415351,42.267,95.733,7563241472.000,7567320064.000,89.343,89.391,nan,nan,30,0
shasum,20,1.000,2.774,14288725.333,nan,1,0,14946967,nmap,0,1.000,0.067,21131264.000,nan,1,0,0,env,180,1.000,20.013,4868096.000,nan,1,0,108923288,40.733,97.767,7640203264.000,7636026880.000,90.239,90.190,nan,nan,75,1
shasum,20,1.000,2.507,14278314.667,nan,1,0,12691584,nmap,0,1.000,0.069,20623360.000,nan,1,0,0,env,180,1.000,18.718,12905130.667,nan,1,0,15430589,41.400,93.383,7631329280.000,7627719680.000,90.130,90.086,nan,nan,90,1
shasum,20,1.000,2.488,14256469.333,nan,1,0,17659368,nmap,0,1.000,0.069,20910080.000,nan,1,0,0,env,180,1.000,18.016,2819140.267,nan,1,0,109887282,43.267,106.083,7557277696.000,7561056768.000,89.258,89.298,nan,nan,40,0
shasum,20,0.945,1.465,2861909.333,nan,2,0,792967474,nmap,20,0.110,45.145,354413841.067,nan,1,1,24010077255,env,0,1.000,0.114,2725580.800,nan,1,0,0,42.688,151.035,7591409664.000,7837649773.714,89.673,92.728,nan,nan,45,1
shasum,20,1.000,2.445,7800832.000,nan,2,0,17523764,nmap,20,0.875,82.239,343133538.337,nan,1,1,17882034215,env,0,1.000,0.079,8360023.771,nan,1,0,0,40.467,143.389,7447881728.000,7791951530.667,88.067,92.216,nan,nan,145,1
shasum,20,1.000,2.555,9702842.108,nan,3,0,18675147,nmap,20,0.960,81.977,305154048.000,nan,2,0,18266377645,env,0,1.000,0.076,8213315.454,nan,1,0,0,42.467,144.156,7369553920.000,7684051285.333,87.141,90.923,nan,nan,95,1
shasum,40,1.000,4.398,8487326.476,nan,2,0,7690115,nmap,0,1.000,0.062,7077205.333,nan,1,0,0,env,0,1.000,0.068,7664947.200,nan,1,0,0,41.200,58.517,7364808704.000,7357253632.000,87.077,86.985,nan,nan,65,0
shasum,40,1.000,4.870,9923925.333,nan,2,0,6759430,nmap,0,1.000,0.068,7300949.333,nan,1,0,0,env,0,1.000,0.067,7815850.667,nan,1,0,0,40.867,57.050,7391954944.000,7392420864.000,87.405,87.409,nan,nan,30,0
shasum,40,1.000,4.779,9846442.667,nan,1,0,6719086,nmap,0,1.000,0.055,7669418.667,nan,1,0,0,env,0,1.000,0.051,7879680.000,nan,1,0,0,41.000,53.400,7392690176.000,7392204800.000,87.395,87.389,nan,nan,75,0
shasum,40,1.000,4.618,9831424.000,nan,1,0,7919299,nmap,0,1.000,0.063,7890461.257,nan,1,0,0,env,20,1.000,2.281,9174016.000,nan,2,0,8402372,41.267,65.867,7404273664.000,7401002496.000,87.565,87.515,nan,nan,40,0
shasum,40,1.000,6.462,9942186.667,nan,2,0,18438215,nmap,0,1.000,0.078,8082432.000,nan,1,0,0,env,20,1.000,3.264,2750361.600,nan,2,0,12895697,40.133,79.000,7419000832.000,7425002496.000,87.728,87.797,nan,nan,30,0
shasum,40,1.000,4.629,10359637.333,nan,1,0,7505488,nmap,0,1.000,0.070,8446464.000,nan,1,0,0,env,20,1.000,2.304,4440064.000,nan,1,0,7504820,38.867,57.600,7416070144.000,7412036096.000,87.662,87.613,nan,nan,75,0
shasum,40,1.000,4.282,10354688.000,nan,2,0,7848937,nmap,0,1.000,0.064,8669354.667,nan,1,0,0,env,40,1.000,4.246,2832042.667,nan,2,0,7718223,41.533,72.450,7446933504.000,7436884480.000,88.048,87.917,nan,nan,40,0
shasum,40,1.000,4.646,3043328.000,nan,2,0,7069560,nmap,0,1.000,0.070,8994030.933,nan,1,0,0,env,40,1.000,4.430,2662400.000,nan,2,0,6831636,38.733,66.733,7423356928.000,7423176704.000,87.735,87.734,nan,nan,75,0
shasum,40,1.000,4.759,10751658.667,nan,1,0,6639723,nmap,0,1.000,0.069,9113600.000,nan,1,0,0,env,40,1.000,4.520,2977792.000,nan,1,0,6080070,40.200,63.883,7426502656.000,7424450048.000,87.750,87.725,nan,nan,75,0
shasum,40,1.000,4.336,2813952.000,nan,1,0,7346542,nmap,0,1.000,0.065,9455957.333,nan,1,0,0,env,60,1.000,6.449,2609152.000,nan,1,0,6555489,40.600,67.417,7435612160.000,7438920192.000,87.857,87.897,nan,nan,75,0
shasum,40,1.000,4.155,10680953.905,nan,2,0,8491242,nmap,0,1.000,0.083,10087253.333,nan,1,0,0,env,60,1.000,6.338,2683665.067,nan,2,0,7942783,42.467,76.667,7465461760.000,7461547520.000,88.243,88.190,nan,nan,40,0
shasum,40,1.000,4.776,2612974.933,nan,2,0,9786386,nmap,0,1.000,0.062,10424832.000,nan,1,0,0,env,60,1.000,6.814,2752477.867,nan,2,0,10078972,42.267,74.450,7472660480.000,7475920896.000,88.325,88.361,nan,nan,30,0
shasum,40,1.000,4.589,11135317.333,nan,1,0,8143736,nmap,0,1.000,0.086,9154048.000,nan,1,0,0,env,80,1.000,8.776,2823714.133,nan,1,0,7171230,43.133,77.150,7475777536.000,7470049792.000,88.341,88.271,nan,nan,30,0
shasum,40,1.000,4.394,11137706.667,nan,1,0,7893130,nmap,0,1.000,0.071,8768341.333,nan,1,0,0,env,80,1.000,8.498,2942259.200,nan,1,0,7222679,40.333,74.500,7475390464.000,7467600384.000,88.334,88.233,nan,nan,45,0
shasum,40,1.000,4.318,11145386.667,nan,2,0,10603642,nmap,0,1.000,0.073,8413184.000,nan,1,0,0,env,80,1.000,8.249,2683733.333,nan,1,0,9817028,40.800,82.186,7482050560.000,7476919808.000,88.399,88.333,nan,nan,40,0
shasum,40,1.000,4.077,11168299.886,nan,2,0,12057750,nmap,0,1.000,0.065,8410112.000,nan,1,0,0,env,100,1.000,9.993,2955205.486,nan,1,0,14753382,42.200,85.851,7494041600.000,7493073408.000,88.452,88.440,nan,nan,30,0
shasum,40,1.000,4.727,3689676.800,nan,2,0,13150264,nmap,0,1.000,0.073,8250368.000,nan,1,0,0,env,100,1.000,10.648,2806784.000,nan,2,0,18486699,41.800,83.017,7487598592.000,7493689344.000,88.371,88.445,nan,nan,30,0
shasum,40,1.000,4.387,11228672.000,nan,1,0,8585019,nmap,0,1.000,0.061,8382293.333,nan,1,0,0,env,100,1.000,10.762,4286464.000,nan,1,0,7594855,37.400,76.383,7477575680.000,7475920384.000,88.235,88.215,nan,nan,75,0
shasum,40,1.000,4.279,2855731.200,nan,1,0,9208228,nmap,0,1.000,0.062,8452096.000,nan,1,0,0,env,120,1.000,12.230,2864674.133,nan,1,0,8883167,40.133,83.383,7501297664.000,7491986944.000,88.541,88.423,nan,nan,45,0
shasum,40,1.000,4.132,11205973.333,nan,2,0,9442138,nmap,0,1.000,0.063,8294400.000,nan,1,0,0,env,120,1.000,11.664,4091904.000,nan,1,0,10649779,37.867,88.833,7468222464.000,7473539584.000,88.124,88.190,nan,nan,70,0
shasum,40,1.000,4.339,2882438.095,nan,2,0,16894399,nmap,0,1.000,0.065,8308345.905,nan,1,0,0,env,120,1.000,12.782,2747245.714,nan,1,0,31794306,39.800,89.650,7500920832.000,7506420736.000,88.539,88.604,nan,nan,30,0
shasum,40,1.000,4.746,11399680.000,nan,2,0,16723893,nmap,0,1.000,0.063,8268288.000,nan,1,0,0,env,140,1.000,14.897,2301952.000,nan,2,0,86077786,40.600,91.285,7520886784.000,7521852928.000,88.778,88.788,nan,nan,30,0
shasum,40,1.000,4.537,11684010.667,nan,1,0,10918304,nmap,0,1.000,0.066,9229312.000,nan,1,0,0,env,140,1.000,14.417,4241476.267,nan,1,0,12674892,40.133,89.583,7527518208.000,7529975296.000,88.851,88.881,nan,nan,30,0
shasum,40,1.000,4.307,11850240.000,nan,1,0,12371435,nmap,0,1.000,0.063,11539456.000,nan,1,0,0,env,140,1.000,13.378,5990692.571,nan,1,0,15793191,43.133,98.517,7528052736.000,7526484480.000,88.863,88.844,nan,nan,40,0
shasum,40,1.000,4.055,3014656.000,nan,2,0,14703868,nmap,0,1.000,0.057,11550720.000,nan,1,0,0,env,160,1.000,14.311,4037973.333,nan,2,0,45045120,38.400,95.183,7503585280.000,7504284160.000,88.558,88.567,nan,nan,75,0
shasum,40,1.000,4.811,11995989.333,nan,2,0,15562160,nmap,0,1.000,0.070,11649365.333,nan,1,0,0,env,160,1.000,16.356,2574848.000,nan,2,0,194701770,41.333,95.933,7536279552.000,7542867456.000,88.965,89.044,nan,nan,30,0
