function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,power_usage_function_env,replica_env,overloaded_function_env,medium_latency_function_env,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,160,1.000,23.787,3861333.333,nan,1,0,6244025,env,100,1.000,11.241,13266090.667,nan,2,0,5224820,curl,20,1.000,13.752,38509909.333,nan,2,0,385294846,61.400,154.367,5834348544.000,5829433344.000,29.245,29.223,nan,nan,30,0
figlet,160,1.000,22.420,3496448.000,nan,2,0,6163454,env,100,1.000,10.379,13278720.000,nan,2,0,5231569,curl,20,1.000,12.710,3217237.333,nan,2,0,379216992,61.667,149.117,5849114624.000,5842342400.000,29.308,29.278,nan,nan,30,0
figlet,160,1.000,24.808,3178240.000,nan,1,0,6116570,env,100,1.000,11.599,13100714.667,nan,1,0,5205760,curl,20,1.000,14.462,4772352.000,nan,1,0,376301864,64.200,160.733,5812381696.000,5800503808.000,29.166,29.115,nan,nan,25,0
figlet,160,1.000,22.582,3707392.000,nan,2,0,6546437,env,100,1.000,10.380,13302442.667,nan,1,0,5403011,curl,40,1.000,25.332,3582088.533,nan,2,0,383690700,62.667,168.117,5816727552.000,5811975680.000,29.184,29.162,nan,nan,30,0
figlet,160,1.000,24.289,3763456.000,nan,1,0,6351412,env,100,1.000,11.492,13342549.333,nan,1,0,5472203,curl,40,1.000,27.208,41579008.000,nan,1,0,382787742,63.933,178.017,5790830592.000,5785159168.000,29.085,29.057,nan,nan,25,0
figlet,160,1.000,22.647,4150101.333,nan,1,0,6673562,env,100,1.000,10.740,13180586.667,nan,2,0,5631683,curl,40,1.000,26.116,41311232.000,nan,1,0,382426998,65.533,172.567,5809178624.000,5801447424.000,29.156,29.121,nan,nan,30,0
figlet,160,1.000,20.586,4059136.000,nan,2,0,6709632,env,100,1.000,10.129,13281518.933,nan,1,0,5763948,curl,60,1.000,33.857,45798741.333,nan,2,0,383963040,63.933,177.283,5812033536.000,5810713088.000,29.168,29.159,nan,nan,30,0
figlet,160,1.000,23.278,3546965.333,nan,1,0,6547393,env,100,1.000,10.811,13169834.667,nan,1,0,5577454,curl,60,1.000,38.926,46164480.000,nan,1,0,382685458,60.333,187.283,5836625920.000,5844394496.000,29.266,29.297,nan,nan,25,0
figlet,160,1.000,22.057,3901866.667,nan,2,0,6937177,env,100,1.000,10.356,13406208.000,nan,2,0,5881363,curl,60,1.000,36.375,45414912.000,nan,2,0,384111561,67.600,186.783,5848109056.000,5840432640.000,29.314,29.279,nan,nan,30,0
figlet,160,1.000,23.644,3762517.333,nan,1,0,6884203,env,100,1.000,9.852,13352448.000,nan,1,0,5830805,curl,80,1.000,48.513,3837861.790,nan,1,0,381509784,64.867,210.400,5832857600.000,5841239040.000,29.254,29.283,nan,nan,25,0
figlet,160,1.000,22.411,3893248.000,nan,1,0,7145883,env,100,1.000,10.522,3798186.667,nan,2,0,6011529,curl,80,1.000,48.866,3548074.667,nan,1,0,382951383,66.000,204.533,5868103680.000,5873425920.000,29.395,29.415,nan,nan,30,0
figlet,160,1.000,20.742,3773440.000,nan,2,0,7218736,env,100,1.000,9.852,3829418.667,nan,2,0,5971517,curl,80,1.000,45.119,3793578.667,nan,2,0,383996478,64.267,195.209,5863288832.000,5865273856.000,29.377,29.381,nan,nan,30,0
figlet,160,1.000,22.036,3748249.600,nan,1,0,7417373,env,100,1.000,9.834,13219669.333,nan,1,0,6142922,curl,100,1.000,58.663,57812650.667,nan,1,0,387954101,65.200,224.633,5811032064.000,5813826048.000,29.172,29.179,nan,nan,25,0
figlet,160,1.000,21.466,3882581.333,nan,1,0,7900603,env,100,1.000,10.557,3651328.000,nan,1,0,6605137,curl,100,1.000,58.916,3644586.667,nan,1,0,388704865,67.267,220.167,5818413056.000,5822203392.000,29.201,29.213,nan,nan,30,0
figlet,160,1.000,20.901,4028330.667,nan,2,0,7964158,env,100,1.000,9.827,3929088.000,nan,2,0,6822914,curl,100,1.000,56.411,3571097.600,nan,2,0,384594810,65.467,211.683,5843625984.000,5848933376.000,29.304,29.321,nan,nan,30,0
figlet,160,1.000,20.899,3536896.000,nan,1,0,8014143,env,100,1.000,10.505,13305582.933,nan,1,0,6724247,curl,120,1.000,65.978,3982677.333,nan,1,0,387318120,61.067,240.050,5808906240.000,5823972352.000,29.155,29.215,nan,nan,55,0
figlet,160,1.000,22.554,3793578.667,nan,1,0,9403648,env,100,1.000,10.870,13293397.333,nan,1,0,7554096,curl,120,1.000,73.492,59679914.667,nan,1,0,393008170,66.333,240.333,5851004928.000,5857572352.000,29.333,29.356,nan,nan,30,0
figlet,160,1.000,21.529,3934208.000,nan,1,0,10197142,env,100,1.000,10.501,12977664.000,nan,2,0,7865686,curl,120,1.000,68.814,60806485.333,nan,2,0,396990301,67.600,233.917,5859911680.000,5868167680.000,29.371,29.400,nan,nan,30,0
figlet,160,1.000,21.560,3800832.000,nan,2,0,10924023,env,100,1.000,9.590,13261824.000,nan,2,0,8742300,curl,140,1.000,74.330,64217088.000,nan,2,0,406308364,63.800,236.821,5864851456.000,5874061824.000,29.392,29.424,nan,nan,30,0
figlet,160,1.000,22.451,3744654.222,nan,1,0,9817958,env,100,1.000,10.683,3954688.000,nan,1,0,8048942,curl,140,1.000,84.598,3782428.444,nan,1,0,399937024,66.867,257.567,5902039040.000,5903557632.000,29.544,29.545,nan,nan,55,0
figlet,160,1.000,20.875,3685376.000,nan,1,0,10557611,env,100,1.000,10.372,13261824.000,nan,2,0,8472797,curl,140,1.000,76.717,3845120.000,nan,1,0,401663683,63.548,247.920,5908078592.000,5918990848.000,29.565,29.592,nan,nan,30,0
figlet,160,1.000,19.317,3636309.333,nan,2,0,10914783,env,100,1.000,9.526,13347498.667,nan,2,0,8663141,curl,160,1.000,83.974,70006954.667,nan,2,0,406963616,66.400,248.700,5919852544.000,5934160384.000,29.580,29.633,nan,nan,30,0
figlet,160,1.000,21.168,3630216.533,nan,1,0,10992715,env,100,1.000,10.492,3565226.667,nan,1,0,9082661,curl,160,1.000,93.382,3671142.400,nan,1,0,410789749,56.400,271.083,5922064384.000,5934132224.000,29.591,29.635,nan,nan,25,0
figlet,160,1.000,20.907,3783594.667,nan,1,0,12542910,env,100,1.000,10.392,13050709.333,nan,1,0,9483948,curl,160,1.000,91.575,69111125.333,nan,1,0,409316367,67.333,265.983,5901504512.000,5914984960.000,29.510,29.560,nan,nan,30,0
figlet,160,1.000,19.842,3856554.667,nan,1,0,11749891,env,100,1.000,9.527,13210624.000,nan,1,0,9322543,curl,180,1.000,92.804,3897088.000,nan,2,0,424137172,57.533,256.933,5912991744.000,5929247232.000,29.558,29.618,nan,nan,30,0
figlet,160,1.000,18.115,3802648.381,nan,2,0,12605195,env,100,1.000,9.546,3935146.667,nan,2,0,10087148,curl,180,1.000,92.112,3505902.933,nan,2,0,444005380,65.333,254.017,5915336704.000,5927030784.000,29.567,29.610,nan,nan,30,0
figlet,160,1.000,21.382,3860992.000,nan,1,0,11222638,env,100,1.000,10.170,13294762.667,nan,1,0,9128148,curl,180,1.000,101.491,76890965.333,nan,1,0,415872046,66.267,278.867,5951621120.000,5971951616.000,29.722,29.802,nan,nan,25,0
figlet,160,1.000,19.531,3921322.667,nan,1,0,12475930,env,100,1.000,9.557,13251242.667,nan,1,0,9709100,curl,200,1.000,101.842,78440448.000,nan,1,0,447312599,63.200,272.633,5822162944.000,5841860096.000,29.202,29.276,nan,nan,30,0
figlet,160,1.000,18.760,3724697.600,nan,2,0,13172543,env,100,1.000,9.102,13016405.333,nan,1,0,10976215,curl,200,1.000,96.936,79763114.667,nan,2,0,472891275,64.000,266.517,5837455360.000,5867204608.000,29.263,29.377,nan,nan,30,0
figlet,160,1.000,19.810,3851044.571,nan,1,0,11481380,env,100,1.000,9.265,13197482.667,nan,1,0,9329260,curl,200,1.000,102.731,84017790.781,nan,1,0,425748404,64.333,288.417,5885014016.000,5914082816.000,29.457,29.570,nan,nan,25,0
figlet,160,1.000,25.108,3722240.000,nan,1,0,5839169,env,120,1.000,13.331,13259264.000,nan,1,0,4746447,curl,0,1.000,0.103,39882752.000,nan,1,0,0,62.600,143.717,5871382528.000,5862498816.000,29.400,29.360,nan,nan,30,0
figlet,160,1.000,25.008,3548757.333,nan,2,0,5957657,env,120,1.000,13.413,13314048.000,nan,2,0,4867513,curl,0,1.000,0.072,39882752.000,nan,1,0,0,61.133,139.317,5870225408.000,5856476672.000,29.391,29.334,nan,nan,30,0
figlet,160,1.000,25.385,3794944.000,nan,2,0,6207895,env,120,1.000,13.052,13294728.533,nan,2,0,5059140,curl,0,1.000,0.075,36528128.000,nan,1,0,0,60.600,137.950,5853208576.000,5843330048.000,29.326,29.284,nan,nan,30,0
figlet,160,1.000,22.451,3934122.667,nan,1,0,6005712,env,120,1.000,13.254,13308172.190,nan,1,0,4847549,curl,20,1.000,13.103,39358395.733,nan,1,0,388174222,60.000,160.200,5840596992.000,5833961472.000,29.277,29.248,nan,nan,25,0
figlet,160,1.000,24.284,3869610.667,nan,1,0,6234938,env,120,1.000,12.747,13511338.667,nan,2,0,5172561,curl,20,1.000,13.588,38879402.667,nan,2,0,384147607,61.200,156.800,5855324160.000,5845322752.000,29.340,29.297,nan,nan,30,0
figlet,160,1.000,21.912,3688740.571,nan,2,0,6120774,env,120,1.000,11.974,13137920.000,nan,2,0,5136978,curl,20,1.000,12.871,4033182.476,nan,2,0,383484554,62.400,150.850,5854726144.000,5846370816.000,29.340,29.302,nan,nan,30,0
figlet,160,1.000,24.338,3910741.333,nan,1,0,8101976,env,120,1.000,12.146,13274658.133,nan,1,0,6505868,curl,40,1.000,25.605,3754410.667,nan,1,0,386944139,64.933,178.250,5894246400.000,5895713792.000,29.497,29.499,nan,nan,25,0
figlet,160,1.000,22.224,3558997.333,nan,2,0,6375921,env,120,1.000,12.245,13344768.000,nan,2,0,5274440,curl,40,1.000,25.339,3749120.000,nan,1,0,381303883,62.267,171.250,5923366912.000,5911974400.000,29.613,29.564,nan,nan,30,0
figlet,160,1.000,20.565,3926357.333,nan,2,0,6421432,env,120,1.000,11.458,13326336.000,nan,2,0,5257128,curl,40,1.000,22.044,3550890.667,nan,2,0,392068091,61.733,163.650,5920573440.000,5924898304.000,29.604,29.620,nan,nan,30,0
figlet,160,1.000,22.505,5713920.000,nan,1,0,6600970,env,120,1.000,12.191,13188608.000,nan,1,0,5407855,curl,60,1.000,37.246,3978410.667,nan,1,0,381430632,60.933,187.117,5921480704.000,5931766784.000,29.609,29.650,nan,nan,25,0
figlet,160,1.000,20.595,3853141.333,nan,2,0,6460093,env,120,1.000,11.503,13361152.000,nan,2,0,5385163,curl,60,1.000,34.536,3774464.000,nan,2,0,381475788,63.267,179.476,5921943552.000,5914299904.000,29.611,29.577,nan,nan,30,0
figlet,160,1.000,22.762,3984793.600,nan,1,0,6455918,env,120,1.000,12.486,13411742.476,nan,1,0,5352778,curl,60,1.000,37.889,47414467.048,nan,1,0,380450664,62.600,190.550,5864519680.000,5860021760.000,29.384,29.362,nan,nan,25,0
figlet,160,1.000,20.472,3737258.667,nan,1,0,6802894,env,120,1.000,11.360,13311488.000,nan,2,0,5811901,curl,80,1.000,45.172,51342165.333,nan,2,0,382186002,66.333,198.150,5870082048.000,5876564480.000,29.408,29.433,nan,nan,30,0
figlet,160,1.000,19.466,3707494.400,nan,2,0,7098827,env,120,1.000,10.680,13363736.381,nan,2,0,5917061,curl,80,1.000,42.636,3395584.000,nan,2,0,381830629,64.733,190.250,5871892480.000,5869889024.000,29.417,29.405,nan,nan,30,0
figlet,160,1.000,22.176,5485738.667,nan,1,0,6822592,env,120,1.000,11.969,13348010.667,nan,1,0,5606980,curl,80,1.000,47.714,3718621.867,nan,1,0,384742726,59.267,199.867,5872869376.000,5883270144.000,29.424,29.466,nan,nan,25,0
figlet,160,1.000,19.923,3803648.000,nan,2,0,7537582,env,120,1.000,11.066,13271722.667,nan,2,0,6229638,curl,100,1.000,54.317,3672966.095,nan,2,0,383698050,63.733,206.950,5889660928.000,5895150592.000,29.491,29.508,nan,nan,30,0
figlet,160,1.000,19.406,3914820.267,nan,1,0,7033639,env,120,1.000,12.095,13300565.333,nan,1,0,5944593,curl,100,1.000,53.232,3871778.133,nan,1,0,382868875,61.867,220.767,5905674240.000,5911954944.000,29.556,29.576,nan,nan,25,0
figlet,160,1.000,21.324,3801685.333,nan,1,0,7466722,env,120,1.000,11.535,13360810.667,nan,1,0,6159999,curl,100,1.000,56.383,3986688.000,nan,1,0,385417850,64.200,213.450,5910521856.000,5912146944.000,29.575,29.578,nan,nan,30,0
figlet,160,1.000,18.892,3534165.333,nan,2,0,7895017,env,120,1.000,10.682,3669077.333,nan,2,0,6521092,curl,120,1.000,60.859,3711829.333,nan,2,0,387467123,62.600,216.083,5927419904.000,5936173056.000,29.642,29.673,nan,nan,30,0
figlet,160,1.000,20.722,3905809.067,nan,1,0,7597691,env,120,1.000,10.026,13318280.533,nan,1,0,6128236,curl,120,1.000,63.468,59403098.210,nan,1,0,385575929,63.933,235.590,5957888000.000,5965891072.000,29.767,29.794,nan,nan,25,0
figlet,160,1.000,20.779,3549866.667,nan,1,0,7818999,env,120,1.000,11.672,13263530.667,nan,1,0,6311497,curl,120,1.000,67.602,3633834.667,nan,1,0,388702890,62.933,228.583,5961908224.000,5967492096.000,29.783,29.800,nan,nan,30,0
figlet,160,1.000,19.768,3641002.667,nan,2,0,8497412,env,120,1.000,10.800,12926464.000,nan,1,0,6891337,curl,140,1.000,73.901,3652266.667,nan,1,0,392331313,63.241,233.859,5960663040.000,5974957568.000,29.778,29.831,nan,nan,30,0
figlet,160,1.000,18.966,3608064.000,nan,2,0,8870187,env,120,1.000,10.556,13251413.333,nan,2,0,7148429,curl,140,1.000,69.153,65260714.667,nan,2,0,393811829,63.133,226.283,5967241216.000,5976556032.000,29.804,29.837,nan,nan,30,0
figlet,160,1.000,18.737,3761493.333,nan,1,0,8211360,env,120,1.000,11.839,13378901.333,nan,1,0,6885450,curl,140,1.000,72.334,3845632.000,nan,1,0,392666558,67.067,248.983,5977878528.000,5987399168.000,29.848,29.882,nan,nan,25,0
figlet,160,1.000,20.366,3790933.333,nan,1,0,9442401,env,120,1.000,11.486,13309610.667,nan,1,0,7565268,curl,160,1.000,84.741,3854165.333,nan,1,0,402893110,64.067,254.200,5975296000.000,5990481408.000,29.840,29.896,nan,nan,30,0
figlet,160,1.000,19.240,3900672.000,nan,1,0,10401219,env,120,1.000,10.659,13355178.667,nan,2,0,8593624,curl,160,1.000,80.455,71263744.000,nan,1,0,405933152,64.467,243.400,5913597952.000,5933913600.000,29.596,29.673,nan,nan,30,0
figlet,160,1.000,18.106,4042325.333,nan,2,0,10228735,env,120,1.000,10.626,13686988.800,nan,2,0,7935336,curl,160,1.000,81.504,68624949.638,nan,2,0,404077195,64.067,234.633,5943365632.000,5957639680.000,29.716,29.769,nan,nan,30,0
figlet,160,1.000,20.925,3744768.000,nan,1,0,10936573,env,120,1.000,11.895,13393578.667,nan,1,0,8887653,curl,180,1.000,99.365,75759786.667,nan,1,0,411960646,62.067,274.850,5952804864.000,5983894016.000,29.753,29.877,nan,nan,25,0
figlet,160,1.000,19.037,3659776.000,nan,1,0,10299172,env,120,1.000,10.792,13503317.333,nan,2,0,8356310,curl,180,1.000,91.651,3807402.667,nan,1,0,412100717,62.067,257.300,5943650304.000,5955496448.000,29.719,29.762,nan,nan,30,0
figlet,160,1.000,18.116,3543722.667,nan,2,0,10376876,env,120,1.000,10.198,13348010.667,nan,2,0,8385041,curl,180,1.000,84.271,73581397.333,nan,2,0,408797861,63.867,247.600,5942575104.000,5960768512.000,29.714,29.783,nan,nan,30,0
figlet,160,1.000,20.450,3797955.048,nan,1,0,11938681,env,120,1.000,11.646,13422933.333,nan,1,0,9625484,curl,200,1.000,106.986,6497757.867,nan,1,0,432635327,62.800,291.367,5980620800.000,6001834496.000,29.871,29.952,nan,nan,25,0
figlet,160,1.000,19.668,4263253.333,nan,1,0,11292556,env,120,1.000,11.106,13299200.000,nan,1,0,9318084,curl,200,1.000,104.254,80016042.667,nan,1,0,424423986,64.133,277.933,5974407168.000,5992675840.000,29.843,29.911,nan,nan,30,0
figlet,160,1.000,18.110,3864746.667,nan,2,0,11956002,env,120,1.000,10.444,13403306.667,nan,2,0,9324711,curl,200,1.000,99.907,82734250.667,nan,1,0,449632961,62.000,265.300,5972434944.000,5992440832.000,29.835,29.911,nan,nan,30,0
figlet,160,1.000,22.976,3649024.000,nan,1,0,5615309,env,140,1.000,14.417,13482939.733,nan,1,0,4500174,curl,0,1.000,6.388,46687232.000,nan,1,0,0,61.933,149.283,5954875392.000,5933480960.000,29.767,29.678,nan,nan,25,0
figlet,160,1.000,22.966,3834624.000,nan,1,0,5824645,env,140,1.000,16.119,3736576.000,nan,1,0,4651099,curl,0,1.000,0.071,43361280.000,nan,1,0,0,58.133,145.450,5915852800.000,5900172288.000,29.609,29.544,nan,nan,30,0
figlet,160,1.000,25.208,3827797.333,nan,1,0,5656106,env,140,1.000,15.109,3699200.000,nan,1,0,4460994,curl,0,1.000,0.078,37680810.667,nan,1,0,0,62.267,143.750,5886590976.000,5875274240.000,29.494,29.446,nan,nan,30,0
figlet,160,1.000,22.056,3555584.000,nan,1,0,5850728,env,140,1.000,13.744,13387946.667,nan,2,0,4724445,curl,20,1.000,12.934,40475989.333,nan,2,0,376407099,59.200,153.433,5891149824.000,5891169792.000,29.512,29.510,nan,nan,30,0
figlet,160,1.000,20.733,3928917.333,nan,2,0,5791218,env,140,1.000,12.420,13339136.000,nan,2,0,4734766,curl,20,1.000,12.459,38594730.667,nan,2,0,389255460,62.467,149.533,5929453568.000,5920219648.000,29.670,29.629,nan,nan,30,0
figlet,160,1.000,23.394,3451221.333,nan,1,0,5810854,env,140,1.000,12.638,13330909.867,nan,1,0,4672301,curl,20,1.000,15.116,3647044.267,nan,1,0,382372708,65.333,165.417,5932535808.000,5918627840.000,29.683,29.623,nan,nan,25,0
figlet,160,1.000,21.841,4119210.667,nan,1,0,6152400,env,140,1.000,14.008,13484032.000,nan,1,0,5088684,curl,40,1.000,24.811,3560448.000,nan,1,0,381149658,64.733,174.152,5946386432.000,5936378880.000,29.739,29.695,nan,nan,30,0
figlet,160,1.000,20.969,3830954.667,nan,2,0,6033068,env,140,1.000,12.980,13374976.000,nan,2,0,4996407,curl,40,1.000,23.298,3943594.667,nan,2,0,381518181,62.133,166.717,5949476864.000,5939858944.000,29.754,29.711,nan,nan,30,0
figlet,160,1.000,20.403,3581440.000,nan,2,0,6064650,env,140,1.000,12.378,13476181.333,nan,2,0,4909202,curl,40,1.000,22.196,3759991.467,nan,2,0,383843476,64.200,161.433,5898655744.000,5889455104.000,29.550,29.510,nan,nan,30,0
figlet,160,1.000,22.832,3818154.667,nan,1,0,6415790,env,140,1.000,14.033,13449216.000,nan,1,0,5203496,curl,60,1.000,37.411,47858858.667,nan,1,0,385655909,60.733,190.867,5902764032.000,5916155904.000,29.569,29.623,nan,nan,25,0
figlet,160,1.000,21.273,3574101.333,nan,1,0,6347487,env,140,1.000,13.292,13444949.333,nan,2,0,5241522,curl,60,1.000,34.815,3377493.333,nan,2,0,379771486,63.800,185.400,5922496512.000,5927280128.000,29.648,29.662,nan,nan,30,0
figlet,160,1.000,19.909,3929941.333,nan,2,0,6361779,env,140,1.000,12.288,13381632.000,nan,2,0,5267977,curl,60,1.000,32.458,4041898.667,nan,2,0,382246866,61.800,176.167,5944651776.000,5946150912.000,29.705,29.706,nan,nan,30,0
figlet,160,1.000,20.146,3806208.000,nan,1,0,6635111,env,140,1.000,13.411,13482496.000,nan,1,0,5407534,curl,80,1.000,47.626,4357632.000,nan,1,0,383382341,62.000,205.033,5985921024.000,5992514048.000,29.870,29.892,nan,nan,25,0
figlet,160,1.000,21.405,3648000.000,nan,1,0,7265530,env,140,1.000,13.156,13130069.333,nan,2,0,5757334,curl,80,1.000,46.425,51452757.333,nan,1,0,380481391,64.533,204.167,6004240384.000,6006359040.000,29.944,29.948,nan,nan,30,0
figlet,160,1.000,20.715,3593472.000,nan,2,0,8144835,env,140,1.000,13.191,13178368.000,nan,2,0,6461652,curl,80,1.000,45.415,4106581.333,nan,2,0,384045466,61.467,199.117,6019532800.000,6019212288.000,30.007,30.001,nan,nan,30,0
figlet,160,1.000,19.020,3830937.600,nan,1,0,7294901,env,140,1.000,12.770,13399742.171,nan,1,0,5935497,curl,100,1.000,59.084,3590741.333,nan,1,0,384138564,59.533,226.367,6020050944.000,6023168000.000,30.010,30.018,nan,nan,25,0
figlet,160,1.000,21.039,4190549.333,nan,1,0,7725674,env,140,1.000,13.336,13272405.333,nan,1,0,6209277,curl,100,1.000,58.642,57342464.000,nan,1,0,385652611,63.600,220.850,6024724480.000,6030180352.000,30.031,30.051,nan,nan,30,0
figlet,160,1.000,19.745,3897002.667,nan,1,0,7403450,env,140,1.000,12.293,3939669.333,nan,2,0,6261012,curl,100,1.000,54.939,3709166.933,nan,1,0,384799401,61.733,209.600,6016991232.000,6018845184.000,29.999,30.003,nan,nan,30,0
figlet,160,1.000,18.345,3915264.000,nan,2,0,8017245,env,140,1.000,11.895,13444608.000,nan,2,0,6468033,curl,120,1.000,59.917,60540074.667,nan,2,0,385305299,62.067,213.150,5984452608.000,5988796928.000,29.872,29.885,nan,nan,30,0
figlet,160,1.000,19.583,3501568.000,nan,1,0,7872612,env,140,1.000,13.087,13312877.714,nan,1,0,6462933,curl,120,1.000,64.887,5185280.000,nan,1,0,385336800,66.333,239.100,6003572736.000,6019328000.000,29.953,30.014,nan,nan,25,0
figlet,160,1.000,20.810,3693226.667,nan,1,0,8126432,env,140,1.000,13.205,13339989.333,nan,1,0,6612325,curl,120,1.000,65.789,3497540.267,nan,1,0,387622379,62.467,229.700,6019112960.000,6027981312.000,30.012,30.043,nan,nan,30,0
figlet,160,1.000,19.078,3908352.000,nan,2,0,8789286,env,140,1.000,12.299,13731840.000,nan,1,0,7198155,curl,140,1.000,70.476,66037418.667,nan,2,0,388160862,64.733,232.533,6030483456.000,6043367936.000,30.059,30.106,nan,nan,30,0
figlet,160,1.000,20.280,3546965.333,nan,1,0,9761475,env,140,1.000,13.259,13560563.810,nan,1,0,7459923,curl,140,1.000,74.597,3760384.000,nan,1,0,392582399,63.333,250.400,6049161216.000,6061032448.000,30.133,30.176,nan,nan,25,0
figlet,160,1.000,19.745,4018176.000,nan,2,0,9002009,env,140,1.000,13.169,13090816.000,nan,1,0,7476074,curl,140,1.000,75.797,3928064.000,nan,1,0,391613163,55.267,237.300,5899583488.000,5926537728.000,29.532,29.638,nan,nan,60,0
figlet,160,1.000,18.720,3644586.667,nan,2,0,10163431,env,140,1.000,12.194,3646098.286,nan,2,0,8350668,curl,160,1.000,79.114,69605546.667,nan,2,0,401240592,63.533,246.850,5971013632.000,5996182016.000,29.824,29.920,nan,nan,30,0
figlet,160,1.000,18.116,3655484.952,nan,1,0,9103750,env,140,1.000,12.323,13320543.086,nan,1,0,7418228,curl,160,1.000,88.840,3668821.333,nan,1,0,398350264,64.933,265.750,6039834624.000,6046528000.000,30.099,30.122,nan,nan,25,0
figlet,160,1.000,20.535,3893589.333,nan,1,0,9701609,env,140,1.000,12.980,13275136.000,nan,1,0,7847947,curl,160,1.000,85.471,3520000.000,nan,1,0,400912302,61.000,257.967,6027544576.000,6044391936.000,30.049,30.113,nan,nan,30,0
figlet,160,1.000,19.242,3754581.333,nan,1,0,11255059,env,140,1.000,12.288,13225130.667,nan,1,0,9114143,curl,180,1.000,94.128,3642197.333,nan,1,0,420658418,64.867,263.567,5959987200.000,5940290048.000,29.782,29.700,nan,nan,30,0
figlet,160,1.000,18.295,4088722.286,nan,2,0,11119188,env,140,1.000,11.572,13432149.333,nan,2,0,9057808,curl,180,1.000,88.439,3943680.000,nan,2,0,412449001,61.133,252.567,5918697472.000,5938598400.000,29.620,29.695,nan,nan,30,0
figlet,160,1.000,20.682,3470233.600,nan,1,0,10466771,env,140,1.000,11.064,13457895.619,nan,1,0,8464820,curl,180,1.000,94.537,6044842.667,nan,1,0,407918560,62.067,275.883,5964957696.000,5984295424.000,29.806,29.869,nan,nan,25,0
figlet,160,1.000,19.467,3869610.667,nan,2,0,11924585,env,140,1.000,12.345,3913557.333,nan,1,0,9542680,curl,200,1.000,106.016,81504938.667,nan,1,0,437833116,60.267,276.533,5944252416.000,5972883968.000,29.690,29.788,nan,nan,30,0
figlet,160,1.000,18.238,3709781.333,nan,2,0,11773889,env,140,1.000,11.870,13578752.000,nan,1,0,9524816,curl,200,1.000,95.725,81191765.333,nan,2,0,454492111,60.867,265.017,5969108992.000,5988984320.000,29.757,29.832,nan,nan,30,0
figlet,160,1.000,18.380,3513446.400,nan,1,0,12119560,env,140,1.000,10.441,13482154.667,nan,1,0,10071961,curl,200,1.000,100.671,81373998.324,nan,1,0,440049999,61.000,296.417,5972803584.000,5991539712.000,29.771,29.842,nan,nan,25,0
figlet,160,1.000,24.563,3959466.667,nan,1,0,5731361,env,160,1.000,16.976,13390677.333,nan,1,0,4408260,curl,0,1.000,0.106,4007526.400,nan,1,0,0,63.867,150.217,5933617152.000,5920499712.000,29.618,29.562,nan,nan,30,0
figlet,160,1.000,24.802,3836245.333,nan,1,0,5775830,env,160,1.000,16.765,13578922.667,nan,2,0,4373068,curl,0,1.000,0.068,39419904.000,nan,1,0,0,59.800,144.883,5912059904.000,5902021632.000,29.530,29.488,nan,nan,30,0
figlet,160,1.000,22.953,3641600.000,nan,2,0,5719332,env,160,1.000,16.046,13307050.667,nan,2,0,4692571,curl,0,1.000,0.078,35291136.000,nan,1,0,0,59.800,139.233,5890789376.000,5883997696.000,29.448,29.419,nan,nan,30,0
figlet,160,1.000,23.806,3761664.000,nan,1,0,5470912,env,160,1.000,16.857,13516975.543,nan,1,0,4530084,curl,20,1.000,13.969,39719594.667,nan,1,0,387008503,59.600,162.233,5886138368.000,5882853888.000,29.430,29.414,nan,nan,25,0
figlet,160,1.000,21.851,3813888.000,nan,2,0,5721255,env,160,1.000,15.588,13534890.667,nan,1,0,4637654,curl,20,1.000,13.234,4100181.333,nan,1,0,383483095,62.600,159.517,5919553536.000,5911628800.000,29.568,29.533,nan,nan,30,0
figlet,160,1.000,21.201,3969024.000,nan,2,0,6725395,env,160,1.000,13.578,13401292.800,nan,2,0,5584664,curl,20,1.000,12.412,38020369.067,nan,2,0,378317995,63.200,153.900,5967990784.000,5956695552.000,29.762,29.713,nan,nan,30,0
figlet,160,1.000,23.042,3949226.667,nan,1,0,6129474,env,160,1.000,16.023,14223701.333,nan,1,0,4841443,curl,40,1.000,25.593,42278229.333,nan,1,0,379833926,64.933,181.033,5964873728.000,5955495424.000,29.752,29.710,nan,nan,25,0
figlet,160,1.000,21.114,3997696.000,nan,1,0,6097149,env,160,1.000,14.188,13378048.000,nan,1,0,4878589,curl,40,1.000,23.973,3491771.733,nan,2,0,382345836,62.133,171.867,5956595712.000,5947472896.000,29.719,29.679,nan,nan,30,0
figlet,160,1.000,21.348,3684693.333,nan,2,0,6336677,env,160,1.000,14.308,3877034.667,nan,2,0,5267920,curl,40,1.000,23.318,3622314.667,nan,2,0,380689941,61.400,166.250,5944457216.000,5935583744.000,29.672,29.633,nan,nan,30,0
