function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,power_usage_function_env,replica_env,overloaded_function_env,medium_latency_function_env,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
shasum,40,1.000,4.202,5146867.810,nan,1,0,5863147,env,140,1.000,13.381,11863381.333,nan,1,0,4730800,curl,40,1.000,26.112,6956919.467,nan,1,0,374397642,67.600,147.383,5310461952.000,5309198848.000,29.529,29.522,nan,nan,30,0
shasum,40,1.000,4.690,3818734.933,nan,2,0,5703807,env,140,1.000,14.296,12072448.000,nan,2,0,4891317,curl,60,1.000,38.333,3667148.800,nan,2,0,381016191,69.400,170.583,5306656768.000,5303349248.000,29.513,29.497,nan,nan,40,0
shasum,40,1.000,4.296,3284992.000,nan,2,0,5695691,env,140,1.000,13.443,11824298.667,nan,2,0,5013786,curl,60,1.000,36.997,3452928.000,nan,2,0,379037966,69.067,166.967,5309401088.000,5319107584.000,29.525,29.563,nan,nan,30,0
shasum,40,1.000,4.014,5052840.229,nan,2,0,5823551,env,140,1.000,13.918,3584000.000,nan,2,0,4998167,curl,60,1.000,39.401,3876010.667,nan,2,0,380089926,67.133,175.400,5329983488.000,5331380224.000,29.611,29.615,nan,nan,25,0
shasum,40,1.000,4.428,3665920.000,nan,2,0,5885228,env,140,1.000,13.284,4109687.467,nan,1,0,5189684,curl,80,1.000,47.840,3924480.000,nan,2,0,380988478,69.600,181.867,5314953216.000,5319523328.000,29.549,29.567,nan,nan,30,0
shasum,40,1.000,4.047,5418020.571,nan,1,0,5654456,env,140,1.000,12.802,11976192.000,nan,2,0,5013226,curl,80,1.000,44.488,3696688.762,nan,1,0,377693556,67.000,172.533,5226084352.000,5239424000.000,29.170,29.219,nan,nan,45,0
shasum,40,1.000,3.925,4038178.133,nan,2,0,5991999,env,140,1.000,13.654,3543466.667,nan,2,0,5115584,curl,80,1.000,48.615,3174400.000,nan,2,0,380043780,67.533,189.267,5279184896.000,5290341888.000,29.386,29.429,nan,nan,25,0
shasum,40,1.000,4.417,3166208.000,nan,2,0,6253110,env,140,1.000,13.758,4011144.533,nan,2,0,5353804,curl,100,1.000,59.398,3342336.000,nan,2,0,380482215,64.533,196.333,5260859392.000,5253879296.000,29.310,29.282,nan,nan,30,0
shasum,40,1.000,4.067,3108864.000,nan,2,0,5953754,env,140,1.000,12.576,2744320.000,nan,2,0,5258306,curl,100,1.000,55.507,3725653.333,nan,2,0,379100430,64.667,187.783,5243256832.000,5265340416.000,29.241,29.328,nan,nan,30,0
shasum,40,1.000,4.427,5763993.600,nan,2,0,6072385,env,140,1.000,12.281,8073001.448,nan,2,0,5508362,curl,100,1.000,55.119,11113472.000,nan,1,0,380154525,64.733,204.900,5232345088.000,5255612928.000,29.201,29.293,nan,nan,25,0
shasum,40,1.000,4.201,3638101.333,nan,2,0,6495200,env,140,1.000,13.813,3701384.533,nan,2,0,5814996,curl,120,1.000,69.463,3966293.333,nan,2,0,381192146,68.400,216.417,5298561024.000,5318192640.000,29.472,29.548,nan,nan,30,0
shasum,40,1.000,4.059,11081728.000,nan,2,0,6290059,env,140,1.000,12.516,11947008.000,nan,2,0,5638732,curl,120,1.000,66.102,2916352.000,nan,2,0,380182761,66.867,204.383,5282840576.000,5300649472.000,29.403,29.473,nan,nan,30,0
shasum,40,1.000,3.864,10924032.000,nan,1,0,6396218,env,140,1.000,12.074,11844266.667,nan,1,0,5555032,curl,120,1.000,62.095,3563944.229,nan,1,0,380579850,68.067,197.033,5227345920.000,5212670464.000,29.183,29.124,nan,nan,30,0
shasum,40,1.000,4.302,3691793.067,nan,2,0,7021321,env,140,1.000,13.573,3524846.933,nan,2,0,6099901,curl,140,1.000,79.503,3203072.000,nan,2,0,384649771,64.533,225.973,5231904768.000,5254580736.000,29.202,29.289,nan,nan,40,0
shasum,40,1.000,4.062,3614105.600,nan,2,0,6869977,env,140,1.000,12.920,11879253.333,nan,2,0,6364429,curl,140,1.000,76.172,3798630.400,nan,2,0,385866600,64.667,219.283,5280577536.000,5302851072.000,29.398,29.486,nan,nan,30,0
shasum,40,1.000,4.205,3957725.867,nan,1,0,7018176,env,140,1.000,12.465,11810474.667,nan,1,0,6352754,curl,140,1.000,71.897,62284117.333,nan,1,0,386170188,64.200,214.883,5292900352.000,5319694848.000,29.448,29.552,nan,nan,30,0
shasum,40,1.000,4.291,3742344.533,nan,2,0,8200596,env,140,1.000,11.685,3748488.533,nan,2,0,7179667,curl,160,1.000,79.205,2805760.000,nan,2,0,392585671,67.600,248.750,5287098368.000,5299893760.000,29.422,29.470,nan,nan,40,0
shasum,40,1.000,4.073,3778184.533,nan,2,0,7229756,env,140,1.000,12.681,4149350.400,nan,2,0,6820262,curl,160,1.000,87.110,2260992.000,nan,2,0,392743650,68.133,236.017,5300645888.000,5325484544.000,29.479,29.577,nan,nan,30,0
shasum,40,1.000,3.737,3810747.733,nan,2,0,7078557,env,140,1.000,11.997,11914581.333,nan,2,0,6559771,curl,160,1.000,81.818,3741696.000,nan,2,0,389430596,66.067,224.750,5250875392.000,5266243072.000,29.283,29.343,nan,nan,30,0
shasum,40,1.000,3.586,5781504.000,nan,2,0,7658517,env,140,1.000,11.837,11968170.667,nan,2,0,7271239,curl,180,1.000,90.241,10418151.619,nan,1,0,398900785,67.200,260.233,5242677248.000,5271323136.000,29.253,29.366,nan,nan,25,0
shasum,40,1.000,4.103,2641920.000,nan,2,0,7664714,env,140,1.000,13.076,11832661.333,nan,2,0,7564327,curl,180,1.000,97.060,3805866.667,nan,2,0,400158617,69.067,253.317,5211781120.000,5244228608.000,29.130,29.258,nan,nan,30,0
shasum,40,1.000,3.957,3729783.467,nan,2,0,8095015,env,140,1.000,12.239,3031040.000,nan,2,0,8061452,curl,180,1.000,92.639,3681450.667,nan,2,0,406112798,67.733,242.883,5215283200.000,5244185600.000,29.143,29.258,nan,nan,30,0
shasum,40,1.000,3.577,3868423.314,nan,1,0,7903290,env,140,1.000,11.578,8268995.048,nan,1,0,7624941,curl,200,1.000,92.904,3629665.524,nan,1,0,402512664,66.267,242.217,5234448384.000,5271327232.000,29.224,29.369,nan,nan,30,0
shasum,40,1.000,4.129,3871061.333,nan,2,0,8358880,env,140,1.000,13.291,3845939.200,nan,2,0,7960393,curl,200,1.000,109.808,3630933.333,nan,2,0,404489778,65.733,269.120,5249492992.000,5262280192.000,29.282,29.329,nan,nan,40,0
shasum,40,1.000,3.895,2531328.000,nan,2,0,8430025,env,140,1.000,12.691,3576320.000,nan,2,0,8015619,curl,200,1.000,103.443,4111360.000,nan,2,0,407257097,65.667,257.437,5245534208.000,5273786880.000,29.268,29.379,nan,nan,30,0
shasum,40,1.000,5.735,5026260.114,nan,1,0,6350881,env,160,1.000,19.927,12114944.000,nan,2,0,5043620,curl,0,1.000,0.157,3966122.667,nan,1,0,0,66.067,131.419,5225168896.000,5213572608.000,29.189,29.129,nan,nan,30,0
shasum,40,1.000,5.618,3686058.667,nan,2,0,6088334,env,160,1.000,21.071,3453201.067,nan,2,0,5056248,curl,0,1.000,0.091,35934208.000,nan,1,0,0,65.800,140.533,5208637440.000,5199535616.000,29.091,29.054,nan,nan,25,0
shasum,40,1.000,6.409,5044224.000,nan,2,0,6413326,env,160,1.000,22.553,11729920.000,nan,2,0,5171241,curl,0,1.000,0.083,33746944.000,nan,1,0,0,64.400,137.367,5173706752.000,5171764736.000,28.949,28.942,nan,nan,30,0
shasum,40,1.000,5.179,2928640.000,nan,2,0,5662352,env,160,1.000,18.092,11978410.667,nan,2,0,4764742,curl,20,1.000,14.840,36751360.000,nan,1,0,384406851,64.467,143.283,5176619008.000,5173405184.000,28.963,28.950,nan,nan,30,0
shasum,40,1.000,5.040,4252876.800,nan,1,0,5888968,env,160,1.000,17.612,3834641.067,nan,1,0,4890897,curl,20,1.000,14.175,3668684.800,nan,1,0,378955452,70.067,143.483,5223931904.000,5211830272.000,29.165,29.115,nan,nan,30,0
shasum,40,1.000,5.274,3739648.000,nan,2,0,5702451,env,160,1.000,18.928,2785280.000,nan,2,0,4769840,curl,20,1.000,15.484,3809280.000,nan,2,0,378922888,61.667,144.183,5148178432.000,5155457536.000,28.847,28.876,nan,nan,70,0
shasum,40,1.000,4.431,3700736.000,nan,1,0,5230247,env,160,1.000,16.106,4003993.600,nan,2,0,4723468,curl,40,1.000,25.541,5982293.333,nan,1,0,378864935,66.267,152.833,5212520448.000,5203751424.000,29.114,29.075,nan,nan,45,0
shasum,40,1.000,4.398,3178496.000,nan,2,0,5440776,env,160,1.000,17.427,12046628.571,nan,2,0,4797765,curl,40,1.000,28.198,3317760.000,nan,2,0,378550328,70.000,167.133,5203924992.000,5205531136.000,29.085,29.091,nan,nan,25,0
shasum,40,1.000,4.694,3522560.000,nan,2,0,5552993,env,160,1.000,17.202,3948714.667,nan,2,0,4984703,curl,40,1.000,27.620,3784192.000,nan,2,0,385359747,67.333,160.833,5203148800.000,5205928960.000,29.082,29.092,nan,nan,30,0
shasum,40,1.000,4.305,5512162.743,nan,1,0,5978424,env,160,1.000,15.098,5602523.429,nan,1,0,4900717,curl,60,1.000,35.937,6104712.533,nan,1,0,380907503,68.067,163.933,5209929728.000,5208800256.000,29.110,29.104,nan,nan,30,0
shasum,40,1.000,4.651,3718690.133,nan,2,0,5570175,env,160,1.000,16.509,3732309.333,nan,2,0,4951146,curl,60,1.000,39.449,3759104.000,nan,2,0,377200966,62.800,174.050,5205661696.000,5206979072.000,29.091,29.093,nan,nan,40,0
shasum,40,1.000,4.351,3317760.000,nan,2,0,5562156,env,160,1.000,15.467,3584000.000,nan,2,0,4943069,curl,60,1.000,36.989,2600960.000,nan,2,0,377672864,64.933,168.183,5209700352.000,5216887296.000,29.109,29.137,nan,nan,30,0
shasum,40,1.000,4.030,5371118.933,nan,2,0,5975069,env,160,1.000,14.685,8893854.476,nan,2,0,5101859,curl,80,1.000,48.733,7949648.457,nan,2,0,376974590,66.200,194.733,5222385664.000,5236044800.000,29.164,29.217,nan,nan,25,0
shasum,40,1.000,4.409,11119104.000,nan,2,0,6010418,env,160,1.000,15.694,3622365.867,nan,2,0,5362945,curl,80,1.000,48.687,3841024.000,nan,2,0,379422529,67.533,190.517,5242165248.000,5249132032.000,29.247,29.272,nan,nan,30,0
shasum,40,1.000,4.066,3863737.295,nan,1,0,5862929,env,160,1.000,14.420,3808768.000,nan,2,0,5125971,curl,80,1.000,45.764,4078011.733,nan,1,0,376112227,67.333,178.850,5220964352.000,5234281472.000,29.158,29.210,nan,nan,30,0
shasum,40,1.000,3.790,3945062.400,nan,2,0,5823799,env,160,1.000,13.233,2646016.000,nan,2,0,5544298,curl,100,1.000,56.621,3740038.095,nan,2,0,382018287,66.400,206.683,5248874496.000,5263131136.000,29.275,29.331,nan,nan,25,0
shasum,40,1.000,4.140,3108864.000,nan,2,0,6235763,env,160,1.000,14.580,3112960.000,nan,2,0,5355933,curl,100,1.000,57.491,3559424.000,nan,2,0,378637953,64.067,196.100,5229160448.000,5243117568.000,29.194,29.249,nan,nan,30,0
shasum,40,1.000,4.074,4176861.867,nan,1,0,6050554,env,160,1.000,14.384,8677990.400,nan,1,0,5351581,curl,100,1.000,53.834,6913945.600,nan,1,0,380283912,65.000,188.067,5235916800.000,5247763968.000,29.224,29.269,nan,nan,30,0
shasum,40,1.000,4.197,3685478.400,nan,2,0,6170137,env,160,1.000,15.033,3842730.667,nan,2,0,5663428,curl,120,1.000,69.792,2949120.000,nan,2,0,379915973,65.200,215.367,5236162560.000,5246517760.000,29.222,29.260,nan,nan,40,0
shasum,40,1.000,4.078,3158016.000,nan,2,0,6692667,env,160,1.000,14.212,4912128.000,nan,2,0,5791627,curl,120,1.000,64.820,3522218.667,nan,2,0,382364092,65.400,207.483,5246052352.000,5268888064.000,29.263,29.354,nan,nan,30,0
shasum,40,1.000,3.811,5118498.133,nan,1,0,6058889,env,160,1.000,13.643,11845120.000,nan,1,0,5571310,curl,120,1.000,62.291,12432067.048,nan,1,0,380515596,64.400,197.917,5262770176.000,5277590016.000,29.333,29.390,nan,nan,30,0
shasum,40,1.000,4.244,3529557.333,nan,2,0,6569068,env,160,1.000,15.210,4148736.000,nan,2,0,5835413,curl,140,1.000,78.184,3413708.800,nan,2,0,380698823,67.000,229.633,5256341504.000,5262927360.000,29.304,29.327,nan,nan,40,0
shasum,40,1.000,3.935,3881984.000,nan,2,0,6894579,env,160,1.000,14.288,3203072.000,nan,2,0,6180756,curl,140,1.000,75.173,3752072.533,nan,2,0,386637484,67.800,225.083,5232142336.000,5240322560.000,29.210,29.242,nan,nan,30,0
shasum,40,1.000,3.799,11156138.667,nan,1,0,6724381,env,160,1.000,13.666,3756339.200,nan,2,0,6018390,curl,140,1.000,70.941,3167709.867,nan,1,0,382990323,67.800,214.467,5224187904.000,5239272960.000,29.179,29.238,nan,nan,30,0
shasum,40,1.000,4.068,3577992.533,nan,2,0,7310211,env,160,1.000,13.965,3383552.000,nan,2,0,6732205,curl,160,1.000,81.590,3795541.333,nan,1,0,391601591,68.600,252.601,5247717376.000,5274522624.000,29.276,29.382,nan,nan,25,0
shasum,40,1.000,4.043,3517132.800,nan,2,0,6968188,env,160,1.000,14.483,3166208.000,nan,2,0,6414838,curl,160,1.000,87.068,3043328.000,nan,2,0,388651699,66.800,237.233,5241763840.000,5263670784.000,29.251,29.338,nan,nan,30,0
shasum,40,1.000,3.808,3607313.067,nan,2,0,7588278,env,160,1.000,12.996,3489143.467,nan,2,0,7057440,curl,160,1.000,82.002,3794397.867,nan,2,0,391135704,68.200,246.967,5252214784.000,5274543104.000,29.295,29.384,nan,nan,30,0
shasum,40,1.000,3.820,3775019.886,nan,1,0,7937949,env,160,1.000,14.397,3611955.200,nan,2,0,7500091,curl,180,1.000,97.876,3560174.933,nan,1,0,398385849,65.467,266.650,5251637248.000,5277085184.000,29.295,29.395,nan,nan,25,0
shasum,40,1.000,4.147,2936832.000,nan,2,0,7729408,env,160,1.000,15.147,3379200.000,nan,2,0,7408274,curl,180,1.000,101.880,3190784.000,nan,2,0,394993722,59.600,253.517,5200859136.000,5234313216.000,29.083,29.216,nan,nan,75,0
shasum,40,1.000,3.814,2981888.000,nan,2,0,7456555,env,160,1.000,13.513,3855530.667,nan,2,0,7039403,curl,180,1.000,93.474,3651686.400,nan,2,0,395136485,64.667,242.567,5262467072.000,5297574912.000,29.340,29.479,nan,nan,30,0
shasum,40,1.000,3.567,4301843.505,nan,1,0,7878718,env,160,1.000,12.559,12166314.667,nan,1,0,7587908,curl,200,1.000,94.417,76163925.333,nan,1,0,401370188,65.533,243.605,5271330816.000,5306058752.000,29.375,29.511,nan,nan,30,0
shasum,40,1.000,4.282,2420736.000,nan,2,0,9023659,env,160,1.000,14.919,3647146.667,nan,2,0,9092871,curl,200,1.000,115.044,77902165.333,nan,2,0,413438266,64.067,278.917,5280512000.000,5292367872.000,29.411,29.455,nan,nan,40,0
shasum,40,1.000,4.025,3579153.067,nan,2,0,9229871,env,160,1.000,14.413,12053845.333,nan,2,0,8698847,curl,200,1.000,103.525,3831296.000,nan,2,0,414082947,68.600,266.650,5277022208.000,5306857984.000,29.399,29.517,nan,nan,30,0
shasum,40,1.000,5.547,3475290.210,nan,1,0,6086614,env,180,1.000,21.374,12241920.000,nan,2,0,4944975,curl,0,1.000,0.143,3742720.000,nan,1,0,0,68.600,135.267,5269547008.000,5262552064.000,29.372,29.343,nan,nan,30,0
shasum,40,1.000,5.744,3497574.400,nan,2,0,6316930,env,180,1.000,21.283,12167168.000,nan,2,0,4932099,curl,0,1.000,0.093,36665002.667,nan,1,0,0,65.867,143.767,5258209280.000,5235804672.000,29.329,29.232,nan,nan,40,0
shasum,40,1.000,6.270,3892872.533,nan,2,0,6218209,env,180,1.000,24.469,3682577.067,nan,2,0,4926219,curl,0,1.000,0.096,34476032.000,nan,1,0,0,67.000,139.433,5218586624.000,5215903232.000,29.137,29.125,nan,nan,30,0
shasum,40,1.000,5.070,3756782.933,nan,2,0,5893797,env,180,1.000,19.683,12090880.000,nan,2,0,4779109,curl,20,1.000,14.895,37847722.667,nan,1,0,381664222,67.067,147.717,5258313728.000,5260452352.000,29.295,29.303,nan,nan,30,0
shasum,40,1.000,4.812,4081152.000,nan,1,0,5827770,env,180,1.000,18.843,12197034.667,nan,1,0,4762410,curl,20,1.000,13.964,3905194.667,nan,1,0,385855707,70.067,144.817,5323669504.000,5300132352.000,29.569,29.468,nan,nan,45,0
shasum,40,1.000,5.229,3680017.067,nan,2,0,5622927,env,180,1.000,20.172,3268608.000,nan,2,0,4712053,curl,20,1.000,15.304,3411968.000,nan,2,0,384187098,66.467,152.333,5288005632.000,5266328064.000,29.420,29.330,nan,nan,40,0
shasum,40,1.000,4.466,11131733.333,nan,2,0,5701863,env,180,1.000,17.980,5010934.248,nan,2,0,4800912,curl,40,1.000,25.605,3888776.533,nan,1,0,377706951,66.933,160.083,5252990976.000,5266350080.000,29.283,29.335,nan,nan,30,0
shasum,40,1.000,4.699,3031040.000,nan,2,0,5774451,env,180,1.000,18.479,3260416.000,nan,2,0,4954535,curl,40,1.000,26.048,3668650.667,nan,2,0,377746858,60.733,165.277,5224753152.000,5232924672.000,29.161,29.194,nan,nan,70,0
shasum,40,1.000,4.649,3498291.200,nan,2,0,5877472,env,180,1.000,18.213,3733230.933,nan,2,0,4938913,curl,40,1.000,27.345,3952640.000,nan,2,0,382567383,63.267,162.649,5277405184.000,5281345024.000,29.382,29.397,nan,nan,30,0
shasum,40,1.000,4.027,4237921.524,nan,1,0,5690541,env,180,1.000,15.929,12173824.000,nan,2,0,4853206,curl,60,1.000,35.498,6575854.933,nan,1,0,376809170,65.733,166.900,5265295360.000,5277352448.000,29.331,29.377,nan,nan,30,0
shasum,40,1.000,4.587,3717939.200,nan,2,0,5663337,env,180,1.000,17.152,11965815.467,nan,2,0,5020017,curl,60,1.000,39.147,3227648.000,nan,2,0,376799130,69.333,183.067,5287487488.000,5294337024.000,29.423,29.449,nan,nan,25,0
shasum,40,1.000,4.409,3407872.000,nan,2,0,5834252,env,180,1.000,17.110,3096576.000,nan,2,0,5013467,curl,60,1.000,36.834,3444736.000,nan,2,0,383573036,66.933,174.650,5251653632.000,5267793920.000,29.280,29.343,nan,nan,30,0
shasum,40,1.000,3.966,5131151.848,nan,1,0,5838480,env,180,1.000,15.416,8524014.933,nan,1,0,5165334,curl,80,1.000,44.600,3818222.933,nan,1,0,379751957,66.200,178.983,5259069440.000,5268530688.000,29.310,29.346,nan,nan,30,0
shasum,40,1.000,4.284,3694080.000,nan,2,0,5824949,env,180,1.000,17.651,11994624.000,nan,2,0,5264745,curl,80,1.000,49.059,2498560.000,nan,2,0,378356539,63.667,194.033,5252755456.000,5257229312.000,29.284,29.299,nan,nan,40,0
shasum,40,1.000,4.110,3848499.200,nan,2,0,5996155,env,180,1.000,16.382,12072618.667,nan,2,0,5143828,curl,80,1.000,45.496,3584682.667,nan,2,0,378241317,65.133,183.483,5250988032.000,5269520384.000,29.279,29.352,nan,nan,30,0
shasum,40,1.000,4.323,5944900.267,nan,2,0,6457136,env,180,1.000,18.132,3342336.000,nan,2,0,5834328,curl,100,1.000,58.849,52872874.667,nan,2,0,379928355,67.667,214.033,5271699456.000,5299758592.000,29.365,29.475,nan,nan,25,0
shasum,40,1.000,4.097,11060224.000,nan,2,0,6472119,env,180,1.000,16.662,3847884.800,nan,2,0,5550847,curl,100,1.000,56.713,3892360.533,nan,2,0,383719163,68.533,203.283,5282576384.000,5305722880.000,29.408,29.500,nan,nan,30,0
shasum,40,1.000,3.750,11081386.667,nan,1,0,5975395,env,180,1.000,14.502,11889493.333,nan,1,0,5171092,curl,100,1.000,52.187,52628480.000,nan,1,0,379555994,66.533,186.200,5296838656.000,5312571904.000,29.468,29.528,nan,nan,30,0
shasum,40,1.000,4.137,4081834.667,nan,2,0,6688411,env,180,1.000,16.588,3100672.000,nan,2,0,5892371,curl,120,1.000,68.746,3096576.000,nan,2,0,380936271,67.400,220.383,5270845440.000,5266219008.000,29.365,29.342,nan,nan,40,0
shasum,40,1.000,3.860,3526656.000,nan,2,0,6517963,env,180,1.000,15.351,3681245.867,nan,2,0,5744060,curl,120,1.000,64.326,8073762.133,nan,2,0,383990886,67.267,208.350,5283792896.000,5299851264.000,29.416,29.479,nan,nan,30,0
shasum,40,1.000,3.960,4249209.905,nan,2,0,6431035,env,180,1.000,15.577,12123648.000,nan,2,0,5727372,curl,120,1.000,60.544,5188056.990,nan,2,0,382606596,70.333,225.871,5282238464.000,5293555200.000,29.414,29.458,nan,nan,25,0
shasum,40,1.000,4.094,3637179.733,nan,2,0,6890449,env,180,1.000,16.054,12188672.000,nan,2,0,6394577,curl,140,1.000,77.965,3301376.000,nan,2,0,385816121,67.067,230.667,5290696704.000,5311591936.000,29.447,29.529,nan,nan,30,0
shasum,40,1.000,3.981,3939669.333,nan,1,0,6891682,env,180,1.000,15.160,12134912.000,nan,2,0,6415661,curl,140,1.000,71.654,3014656.000,nan,2,0,383136597,67.933,220.967,5290094592.000,5308447232.000,29.446,29.518,nan,nan,30,0
shasum,40,1.000,3.475,11075925.333,nan,2,0,7085819,env,180,1.000,15.723,12152714.971,nan,1,0,6523571,curl,140,1.000,67.327,13364765.257,nan,2,0,388370193,70.133,242.867,5353805824.000,5363853824.000,29.708,29.746,nan,nan,25,0
shasum,40,1.000,4.072,3938372.267,nan,2,0,7588791,env,180,1.000,16.122,3870549.333,nan,2,0,7015542,curl,160,1.000,87.265,3845256.533,nan,2,0,393133307,69.933,247.100,5291802624.000,5303001600.000,29.454,29.498,nan,nan,30,0
shasum,40,1.000,3.925,3620488.533,nan,2,0,9967225,env,180,1.000,15.172,3732411.733,nan,2,0,10008757,curl,160,1.000,87.940,3532800.000,nan,2,0,404154018,64.533,239.483,5281605632.000,5306290176.000,29.414,29.512,nan,nan,30,0
shasum,40,1.000,3.725,11182762.667,nan,1,0,7465948,env,180,1.000,14.713,12461704.533,nan,1,0,6934493,curl,160,1.000,78.462,5601909.029,nan,1,0,389862149,67.267,228.400,5294694400.000,5296496640.000,29.468,29.471,nan,nan,45,0
shasum,40,1.000,4.084,3662165.333,nan,2,0,8827248,env,180,1.000,16.699,12485290.667,nan,2,0,8391129,curl,180,1.000,96.865,3125248.000,nan,2,0,405257253,65.733,267.933,5284767744.000,5301923328.000,29.427,29.492,nan,nan,40,0
shasum,40,1.000,3.963,2932736.000,nan,2,0,8153120,env,180,1.000,15.615,12683776.000,nan,2,0,8169107,curl,180,1.000,96.206,3601988.267,nan,2,0,402721934,66.800,253.033,5290344448.000,5321972224.000,29.453,29.578,nan,nan,30,0
shasum,40,1.000,3.712,4811161.600,nan,1,0,8011852,env,180,1.000,15.103,12570965.333,nan,2,0,7609295,curl,180,1.000,90.326,3697254.400,nan,1,0,398479862,65.200,243.233,5298249728.000,5324894720.000,29.485,29.590,nan,nan,30,0
shasum,40,1.000,4.137,3938645.333,nan,2,0,9308159,env,180,1.000,17.314,3839132.038,nan,2,0,9619176,curl,200,1.000,111.109,3696605.867,nan,1,0,431972762,65.667,283.617,5316237312.000,5348862976.000,29.562,29.691,nan,nan,25,0
shasum,40,1.000,4.214,3809484.800,nan,2,0,9641511,env,180,1.000,16.141,3753096.533,nan,2,0,9558413,curl,200,1.000,109.378,3732514.133,nan,2,0,436623682,67.133,277.500,5308557312.000,5329448448.000,29.530,29.612,nan,nan,30,0
shasum,40,1.000,3.961,3602773.333,nan,2,0,9644713,env,180,1.000,15.152,12553045.333,nan,2,0,9932523,curl,200,1.000,105.636,3781514.971,nan,2,0,427287196,67.267,265.517,5231312896.000,5268822528.000,29.224,29.372,nan,nan,30,0
shasum,40,1.000,5.256,4119839.695,nan,2,0,5912152,env,200,1.000,23.579,3581586.286,nan,2,0,4726806,curl,0,1.000,0.156,36163584.000,nan,1,0,0,64.067,144.233,5250342912.000,5246024704.000,29.299,29.281,nan,nan,25,0
shasum,40,1.000,5.908,3873416.533,nan,2,0,5812985,env,200,1.000,25.224,4045653.333,nan,2,0,4716452,curl,0,1.000,0.084,36163584.000,nan,1,0,0,63.933,140.867,5231050752.000,5228443648.000,29.219,29.208,nan,nan,30,0
shasum,40,1.000,5.771,5249024.000,nan,2,0,5963021,env,200,1.000,24.535,12528981.333,nan,2,0,4719602,curl,0,1.000,0.091,33959936.000,nan,1,0,0,65.400,140.317,5213263872.000,5216755712.000,29.149,29.163,nan,nan,30,0
shasum,40,1.000,4.670,8334848.000,nan,2,0,5606184,env,200,1.000,20.997,3215360.000,nan,2,0,4747610,curl,20,1.000,14.049,37475328.000,nan,1,0,381137335,67.067,147.800,5224521728.000,5228844032.000,29.197,29.213,nan,nan,30,0
shasum,40,1.000,4.684,3672064.000,nan,2,0,5386747,env,200,1.000,20.454,3440640.000,nan,2,0,4706027,curl,20,1.000,13.778,3683669.333,nan,2,0,381708136,60.867,151.500,5213681664.000,5215314944.000,29.147,29.154,nan,nan,70,0
shasum,40,1.000,5.187,3149824.000,nan,2,0,5710169,env,200,1.000,20.977,3244032.000,nan,2,0,4782890,curl,20,1.000,14.800,3047424.000,nan,2,0,381905005,67.400,153.850,5278584832.000,5286361600.000,29.417,29.447,nan,nan,30,0
shasum,40,1.000,4.304,4501435.733,nan,1,0,5544307,env,200,1.000,18.390,3808802.133,nan,1,0,4599334,curl,40,1.000,24.565,3577992.533,nan,1,0,380300847,67.533,155.150,5319043072.000,5319404544.000,29.579,29.579,nan,nan,30,0
shasum,40,1.000,4.655,3602705.067,nan,2,0,5309190,env,200,1.000,20.381,3697220.267,nan,2,0,4733924,curl,40,1.000,27.393,3313664.000,nan,2,0,373738980,65.867,166.900,5328881664.000,5329925632.000,29.617,29.618,nan,nan,40,0
shasum,40,1.000,4.521,11070976.000,nan,2,0,5744823,env,200,1.000,18.825,12492117.333,nan,2,0,4719390,curl,40,1.000,25.889,3715891.200,nan,2,0,379570628,65.867,161.283,5323657216.000,5334631936.000,29.599,29.638,nan,nan,30,0
shasum,40,1.000,4.079,11133098.667,nan,1,0,5689509,env,200,1.000,17.291,12506112.000,nan,1,0,4774258,curl,60,1.000,34.298,7940303.238,nan,1,0,381075471,64.200,166.400,5359783936.000,5366740992.000,29.712,29.738,nan,nan,30,0
shasum,40,1.000,4.606,3612672.000,nan,2,0,5994149,env,200,1.000,19.667,12610901.333,nan,2,0,5108730,curl,60,1.000,39.611,3403741.867,nan,2,0,377378314,64.933,180.750,5365434368.000,5361236480.000,29.733,29.713,nan,nan,40,0
shasum,40,1.000,4.311,3178496.000,nan,2,0,5919306,env,200,1.000,18.676,12662272.000,nan,2,0,5040939,curl,60,1.000,35.697,3379200.000,nan,2,0,381557765,65.733,175.083,5358047232.000,5365884928.000,29.706,29.737,nan,nan,30,0
shasum,40,1.000,3.965,5046740.114,nan,1,0,5747519,env,200,1.000,16.823,12649130.667,nan,2,0,5240891,curl,80,1.000,44.436,9186508.800,nan,2,0,380999136,67.133,201.892,5369450496.000,5378895872.000,29.754,29.791,nan,nan,25,0
shasum,40,1.000,4.410,3742549.333,nan,2,0,6485629,env,200,1.000,18.851,4032341.333,nan,2,0,5396614,curl,80,1.000,49.405,3051520.000,nan,2,0,380422427,66.867,195.767,5359243264.000,5356888064.000,29.713,29.703,nan,nan,30,0
