function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,power_usage_function_nmap,replica_nmap,overloaded_function_nmap,medium_latency_function_nmap,function_eat-memory,rate_function_eat-memory,success_rate_function_eat-memory,cpu_usage_function_eat-memory,ram_usage_function_eat-memory,power_usage_function_eat-memory,replica_eat-memory,overloaded_function_eat-memory,medium_latency_function_eat-memory,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
shasum,60,1.000,7.540,3248128.000,nan,2,0,7332871,nmap,20,1.000,84.994,34836616.533,nan,1,0,106371068,eat-memory,20,1.000,68.383,3933639.111,nan,1,0,1086069380,66.200,223.483,4805283840.000,4838139392.000,27.189,27.319,nan,nan,30,0
shasum,60,1.000,6.826,7519914.667,nan,2,0,9877297,nmap,20,1.000,89.561,35998208.000,nan,2,0,161127048,eat-memory,40,1.000,145.270,4107537.067,nan,2,0,1194356774,65.800,295.233,4768567296.000,4849099264.000,27.048,27.366,nan,nan,25,0
shasum,60,1.000,5.996,3402240.000,nan,1,0,9271304,nmap,20,1.000,82.959,35823104.000,nan,1,0,120100043,eat-memory,40,1.000,132.782,150346069.333,nan,1,0,1101363761,67.733,273.800,4806051840.000,4884972032.000,27.191,27.504,nan,nan,30,0
shasum,60,1.000,6.193,4125866.667,nan,2,0,10684363,nmap,20,1.000,92.740,36807338.667,nan,2,0,188303181,eat-memory,40,1.000,139.263,4020224.000,nan,2,0,1224359649,62.000,302.233,4802582528.000,4888028160.000,27.177,27.514,nan,nan,40,0
shasum,60,1.000,6.598,3524608.000,nan,3,0,11360838,nmap,20,1.000,90.396,43754400.427,nan,2,0,348914782,eat-memory,60,0.316,192.632,4102940.444,nan,1,1,9175313906,62.933,359.493,4839565312.000,5023868928.000,27.328,28.058,nan,nan,30,1
shasum,60,1.000,6.210,4917505.463,nan,2,0,12269598,nmap,20,1.000,90.705,41598242.621,nan,2,0,349256292,eat-memory,60,0.321,253.772,3106816.000,nan,2,1,9066360181,68.667,382.413,5010487296.000,5152795033.600,28.009,28.574,nan,nan,15,1
shasum,60,1.000,5.974,4022272.000,nan,3,0,12138019,nmap,20,1.000,89.082,44312746.667,nan,3,0,319968017,eat-memory,60,0.421,165.803,219494229.333,nan,2,1,7475554602,68.333,311.367,4979841024.000,5055025152.000,27.884,28.181,nan,nan,65,1
shasum,60,1.000,7.568,3262420.114,nan,2,0,8062458,nmap,40,1.000,175.194,38733482.667,nan,2,0,109498219,eat-memory,0,1.000,28.843,3264512.000,nan,1,0,0,69.533,243.533,5017454592.000,4999910912.000,28.039,27.971,nan,nan,20,0
shasum,60,1.000,7.273,6369109.333,nan,1,0,7614075,nmap,40,1.000,163.293,38423893.333,nan,1,0,107495706,eat-memory,0,1.000,0.146,71332010.667,nan,1,0,0,64.867,230.350,4932442112.000,4916342784.000,27.713,27.648,nan,nan,30,0
shasum,60,1.000,7.609,3800917.333,nan,2,0,7660726,nmap,40,1.000,179.289,39236130.133,nan,2,0,107178609,eat-memory,0,1.000,0.254,56473892.571,nan,1,0,0,70.000,259.771,4842399744.000,4839068672.000,27.343,27.330,nan,nan,25,0
shasum,60,1.000,6.338,3863927.467,nan,2,0,10361951,nmap,40,1.000,179.792,51242496.000,nan,2,0,334425782,eat-memory,20,1.000,72.181,109793962.667,nan,2,0,1151512845,65.533,307.350,4761958400.000,4840035840.000,27.025,27.336,nan,nan,30,0
shasum,60,1.000,5.825,3517201.067,nan,2,0,10345905,nmap,40,1.000,158.835,44711765.333,nan,1,0,290611121,eat-memory,20,1.000,63.811,3705287.111,nan,1,0,1131716253,65.667,280.900,4817825792.000,4869705728.000,27.247,27.453,nan,nan,30,0
shasum,60,1.000,6.523,3800712.533,nan,2,0,11333983,nmap,40,1.000,188.944,65021781.333,nan,2,0,601881112,eat-memory,20,1.000,75.535,3805184.000,nan,2,0,1219259350,70.200,316.700,4848949248.000,4920925184.000,27.380,27.665,nan,nan,25,0
shasum,60,1.000,6.568,3657728.000,nan,3,0,11979073,nmap,40,0.999,152.164,374007534.933,nan,2,0,8928244469,eat-memory,40,0.330,137.818,3654769.778,nan,1,1,8163304536,66.067,360.360,4828841984.000,5352805580.800,27.298,29.381,nan,nan,30,1
shasum,60,1.000,6.771,4064426.667,nan,3,0,13364565,nmap,40,0.999,155.757,3198976.000,nan,2,0,9456777319,eat-memory,40,0.298,132.282,193407249.067,nan,1,1,9404126487,68.733,360.147,4987645952.000,5510415155.200,27.936,30.010,nan,nan,30,1
shasum,60,1.000,6.546,3723264.000,nan,3,0,15327353,nmap,40,1.000,175.928,375048874.667,nan,2,0,6410795409,eat-memory,40,0.292,120.169,180228041.387,nan,1,1,10608918571,61.133,358.640,4948559872.000,5369214566.400,27.768,29.440,nan,nan,75,1
shasum,60,1.000,5.893,4825600.000,nan,2,0,11648784,nmap,60,1.000,260.630,178523136.000,nan,2,0,1541407193,eat-memory,0,1.000,0.076,66850816.000,nan,1,0,0,68.933,315.650,5052186624.000,5180728832.000,28.176,28.677,nan,nan,30,0
shasum,60,1.000,5.482,3603968.000,nan,1,0,10447254,nmap,60,1.000,239.881,176155648.000,nan,1,0,1887219540,eat-memory,0,1.000,0.345,65255765.333,nan,1,0,0,67.600,291.000,4972908544.000,5114123776.000,27.843,28.405,nan,nan,30,0
shasum,60,1.000,5.802,3718587.733,nan,2,0,11074005,nmap,60,1.000,256.067,264557568.000,nan,2,0,2559529503,eat-memory,0,1.000,0.083,51643392.000,nan,1,0,0,64.467,307.633,4849246208.000,5061930496.000,27.355,28.200,nan,nan,40,0
shasum,60,1.000,6.819,4097365.333,nan,3,0,10654503,nmap,60,1.000,204.803,378989772.800,nan,3,0,11286727387,eat-memory,20,1.000,76.810,113352157.867,nan,2,0,1329737941,66.067,350.973,4876185600.000,5165160857.600,27.464,28.613,nan,nan,25,0
shasum,60,1.000,6.354,12265881.600,nan,3,0,14312957,nmap,60,0.999,224.440,107782826.667,nan,3,0,10656218345,eat-memory,20,1.000,75.907,105176268.800,nan,2,0,1372459972,63.667,363.373,4937537536.000,5372204236.800,27.703,29.433,nan,nan,75,0
shasum,60,1.000,5.913,3090432.000,nan,2,0,15121859,nmap,60,0.998,210.398,3161088.000,nan,2,0,11124023639,eat-memory,20,1.000,73.513,3645440.000,nan,2,0,1393303550,65.733,381.653,4956971008.000,5452439142.400,27.778,29.753,nan,nan,60,0
shasum,60,1.000,5.386,7062442.667,nan,2,0,16940140,nmap,60,0.524,139.651,349796742.095,nan,1,1,20450786479,eat-memory,40,0.233,137.662,171553353.143,nan,1,1,8950783425,59.000,372.200,4974229504.000,5400211163.429,27.846,29.545,nan,nan,65,1
shasum,60,1.000,6.015,8628224.000,nan,2,0,13280453,nmap,60,0.964,206.211,186032128.000,nan,2,0,16479121471,eat-memory,40,0.203,128.914,189640704.000,nan,1,1,12450834931,69.933,396.278,5041422336.000,5616999765.333,28.115,30.409,nan,nan,30,1
shasum,60,1.000,5.847,3386663.822,nan,2,0,12009336,nmap,60,0.868,217.091,633478371.556,nan,2,1,16333135636,eat-memory,40,0.241,129.300,186428529.778,nan,1,1,12880581371,58.267,409.767,5040517120.000,5742793045.333,28.109,30.911,nan,nan,80,1
shasum,60,1.000,6.961,4683776.000,nan,2,0,10134963,nmap,80,0.983,252.578,4157440.000,nan,2,0,11915663485,eat-memory,0,1.000,0.313,64554216.107,nan,1,0,0,63.133,311.440,5039415296.000,5178931200.000,28.112,28.666,nan,nan,70,0
shasum,60,1.000,6.203,3915093.333,nan,2,0,12463692,nmap,80,1.000,292.783,4009984.000,nan,2,0,9104642191,eat-memory,0,1.000,0.163,51378585.600,nan,1,0,0,63.933,360.667,4963151872.000,5454011596.800,27.794,29.755,nan,nan,70,0
shasum,60,1.000,7.684,2962090.667,nan,3,0,8569159,nmap,80,0.750,201.403,3709952.000,nan,2,1,17509167348,eat-memory,0,1.000,0.074,41843598.222,nan,1,0,0,60.733,283.933,5024886784.000,5269855232.000,28.065,29.040,nan,nan,30,1
shasum,60,1.000,6.579,3196928.000,nan,3,0,9639283,nmap,80,0.625,185.451,523462314.667,nan,2,1,20257419552,eat-memory,20,1.000,64.819,3559936.000,nan,3,0,1274059617,61.533,343.911,4989609984.000,5311700992.000,27.911,29.201,nan,nan,45,1
shasum,60,1.000,6.233,3895296.000,nan,2,0,9890190,nmap,80,0.773,220.343,688962218.667,nan,2,1,18061712455,eat-memory,20,1.000,69.635,3865713.778,nan,2,0,1284772997,62.133,375.356,5034192896.000,5355881130.667,28.088,29.378,nan,nan,45,1
shasum,60,1.000,6.251,3114871.467,nan,3,0,12645990,nmap,80,0.915,246.951,3158016.000,nan,3,0,17435564661,eat-memory,20,1.000,74.070,104458581.333,nan,2,0,1422858825,63.667,406.300,5040957440.000,5693458773.333,28.114,30.724,nan,nan,65,0
shasum,60,1.000,6.522,3344384.000,nan,3,0,10342874,nmap,100,0.825,299.049,309602258.489,nan,3,1,17391966560,eat-memory,0,1.000,0.118,41682716.444,nan,1,0,0,63.733,393.111,5052463104.000,5362821802.667,28.151,29.401,nan,nan,110,1
shasum,60,1.000,6.735,3640968.533,nan,2,0,8397241,nmap,100,0.623,247.405,3899392.000,nan,3,1,19814059157,eat-memory,0,1.000,0.124,40406287.673,nan,1,0,0,65.933,344.562,4966088704.000,5377961398.857,27.817,29.468,nan,nan,60,1
shasum,60,1.000,6.554,3906400.711,nan,2,0,15972432,nmap,100,0.574,288.653,2871296.000,nan,1,1,18187013557,eat-memory,0,1.000,0.082,40277879.467,nan,1,0,0,69.133,371.293,5051766784.000,5492485324.800,28.172,29.936,nan,nan,30,1
shasum,80,1.000,14.649,3280896.000,nan,2,0,7133833,nmap,0,1.000,0.202,3820202.667,nan,1,0,0,eat-memory,0,1.000,0.097,40275968.000,nan,1,0,0,66.400,107.183,5057193984.000,5019052544.000,28.203,28.050,nan,nan,30,0
shasum,80,1.000,14.193,7234798.933,nan,1,0,7024098,nmap,0,1.000,0.103,4055552.000,nan,1,0,0,eat-memory,0,1.000,0.106,40298154.667,nan,1,0,0,60.600,98.883,4803606528.000,4755970048.000,27.178,26.989,nan,nan,30,0
shasum,80,1.000,14.342,5443993.600,nan,3,0,7009292,nmap,0,1.000,0.088,4301755.733,nan,1,0,0,eat-memory,0,1.000,0.096,40321024.000,nan,1,0,0,58.533,107.400,4686411776.000,4697800192.000,26.712,26.758,nan,nan,25,0
shasum,80,1.000,13.523,3203072.000,nan,2,0,6445294,nmap,0,1.000,0.089,4523520.000,nan,1,0,0,eat-memory,20,1.000,78.620,94283093.333,nan,2,0,1083617779,62.533,168.133,4719527936.000,4761216512.000,26.845,27.010,nan,nan,30,0
shasum,80,1.000,12.687,4094015.390,nan,2,0,7409425,nmap,0,1.000,0.086,4745386.667,nan,1,0,0,eat-memory,20,1.000,73.211,95574186.667,nan,1,0,1088946085,65.333,168.717,4765591552.000,4796459520.000,27.039,27.158,nan,nan,30,0
shasum,80,1.000,13.382,5900288.000,nan,2,0,6682050,nmap,0,1.000,0.083,5118634.667,nan,1,0,0,eat-memory,20,1.000,77.932,37527552.000,nan,2,0,1086165038,61.733,167.583,4685221888.000,4725365760.000,26.708,26.869,nan,nan,70,0
shasum,80,1.000,10.295,8500599.467,nan,2,0,7149503,nmap,0,1.000,0.079,5385216.000,nan,1,0,0,eat-memory,40,1.000,133.253,8269824.000,nan,1,0,1085145763,59.067,205.987,4735614976.000,4815026688.000,26.913,27.227,nan,nan,45,0
shasum,80,1.000,11.024,10026734.933,nan,2,0,7077198,nmap,0,1.000,0.080,5586773.333,nan,1,0,0,eat-memory,40,1.000,147.210,3747840.000,nan,2,0,1087003690,65.000,227.517,4765751296.000,4824464384.000,27.038,27.269,nan,nan,40,0
shasum,80,1.000,10.203,2928640.000,nan,2,0,7274299,nmap,0,1.000,0.077,5825024.000,nan,1,0,0,eat-memory,40,1.000,135.619,10276499.911,nan,1,0,1086496272,70.667,213.900,4714545152.000,4787496448.000,26.835,27.123,nan,nan,30,0
shasum,80,1.000,9.385,5808332.800,nan,2,0,9077023,nmap,0,1.000,0.073,5970602.667,nan,1,0,0,eat-memory,60,1.000,221.123,3984793.600,nan,2,0,1117617942,67.733,287.100,4745351168.000,4862742016.000,26.962,27.426,nan,nan,25,0
shasum,80,1.000,8.609,2969600.000,nan,2,0,9034873,nmap,0,1.000,0.085,6137344.000,nan,1,0,0,eat-memory,60,1.000,197.931,3898026.667,nan,1,0,1112845483,68.133,269.933,4752594944.000,4877368320.000,26.988,27.481,nan,nan,30,0
shasum,80,1.000,9.411,7517980.444,nan,2,0,9014700,nmap,0,1.000,0.077,6456924.648,nan,1,0,0,eat-memory,60,1.000,196.655,197247722.057,nan,2,0,1105261819,70.400,291.317,4771561472.000,4885030400.000,27.059,27.508,nan,nan,55,0
shasum,80,1.000,8.806,3448832.000,nan,3,0,10655493,nmap,0,1.000,0.084,7087445.333,nan,1,0,0,eat-memory,80,0.529,289.475,3759672.889,nan,1,1,6753573495,63.467,363.293,4781467648.000,4988001075.200,27.102,27.920,nan,nan,30,1
shasum,80,1.000,8.527,3833820.891,nan,3,0,9735765,nmap,0,1.000,0.060,7237803.642,nan,1,0,0,eat-memory,80,0.685,331.594,329610854.400,nan,2,1,5342378241,64.000,379.520,4917284864.000,5083378483.200,27.640,28.299,nan,nan,15,1
shasum,80,1.000,8.473,3768081.067,nan,3,0,10055429,nmap,0,1.000,0.083,5959338.667,nan,1,0,0,eat-memory,80,0.755,277.372,2641920.000,nan,2,1,4530565862,64.000,312.150,4902309888.000,5031459328.000,27.581,28.094,nan,nan,20,1
shasum,80,1.000,12.340,2899968.000,nan,2,0,6503068,nmap,20,1.000,86.916,13722965.333,nan,2,0,100933489,eat-memory,0,1.000,27.479,3745792.000,nan,1,0,0,63.000,178.267,4853702656.000,4844531200.000,27.385,27.353,nan,nan,20,0
shasum,80,1.000,11.426,5747950.933,nan,2,0,6472689,nmap,20,1.000,86.515,18587136.000,nan,1,0,100924320,eat-memory,0,1.000,0.090,65867093.333,nan,1,0,0,66.667,174.450,4814170112.000,4793186304.000,27.239,27.155,nan,nan,30,0
shasum,80,1.000,11.089,7300915.200,nan,1,0,6536165,nmap,20,1.000,82.384,3658410.667,nan,1,0,102581605,eat-memory,0,1.000,0.338,52441429.333,nan,1,0,0,65.400,170.483,4782561280.000,4783849472.000,27.118,27.123,nan,nan,30,0
shasum,80,1.000,9.971,12285171.810,nan,2,0,7435845,nmap,20,1.000,95.743,20024832.000,nan,2,0,109048310,eat-memory,20,1.000,76.631,104474965.333,nan,2,0,1090083071,61.400,244.367,4797896704.000,4836681728.000,27.177,27.329,nan,nan,40,0
shasum,80,1.000,9.674,3547136.000,nan,2,0,7154416,nmap,20,1.000,85.060,19292842.667,nan,1,0,108060685,eat-memory,20,1.000,67.246,3934208.000,nan,1,0,1087743937,63.667,227.183,4825417728.000,4865198080.000,27.292,27.448,nan,nan,30,0
shasum,80,1.000,10.500,3824537.600,nan,2,0,7552432,nmap,20,1.000,87.067,20627899.733,nan,2,0,116772927,eat-memory,20,1.000,65.554,3474773.333,nan,2,0,1087065731,66.533,245.200,4872288256.000,4902016512.000,27.483,27.600,nan,nan,25,0
shasum,80,1.000,8.092,3026944.000,nan,2,0,9978482,nmap,20,1.000,83.666,21747370.667,nan,1,0,148652099,eat-memory,40,1.000,137.656,3796536.889,nan,1,0,1140697976,65.333,284.467,4829790208.000,4915205120.000,27.313,27.650,nan,nan,30,0
shasum,80,1.000,8.061,3699029.333,nan,2,0,10925489,nmap,20,1.000,86.354,3456170.667,nan,1,0,220896989,eat-memory,40,1.000,160.978,4089395.200,nan,2,0,1237266530,69.333,314.233,4729110528.000,4823938560.000,26.915,27.290,nan,nan,25,0
shasum,80,1.000,8.260,2637824.000,nan,2,0,10528231,nmap,20,1.000,87.661,22700714.667,nan,1,0,173579029,eat-memory,40,1.000,134.451,3705287.111,nan,1,0,1179911102,65.867,287.283,4736851968.000,4820680192.000,26.943,27.275,nan,nan,30,0
shasum,80,1.000,8.791,5477457.920,nan,2,0,11738160,nmap,20,1.000,98.409,33715373.592,nan,2,0,369007109,eat-memory,60,0.274,185.501,3591281.778,nan,1,1,10209482278,68.400,382.507,4751659008.000,4927539609.600,27.009,27.705,nan,nan,25,1
shasum,80,1.000,8.206,3381930.667,nan,3,0,11193957,nmap,20,1.000,95.254,30841924.267,nan,2,0,329373590,eat-memory,60,0.309,223.580,282736776.533,nan,1,1,9106140538,67.933,363.787,4878147584.000,5003378688.000,27.506,28.004,nan,nan,20,1
shasum,80,1.000,8.410,3816652.800,nan,2,0,11468450,nmap,20,1.000,94.936,34630860.800,nan,2,0,361276107,eat-memory,60,0.269,215.013,264146397.867,nan,1,1,9783008155,64.267,350.440,4851423232.000,4994771353.600,27.405,27.974,nan,nan,20,1
shasum,80,1.000,10.077,3790574.933,nan,2,0,7589282,nmap,40,1.000,184.059,26025813.333,nan,2,0,114456562,eat-memory,0,1.000,0.076,80470016.000,nan,1,0,0,66.267,257.633,4872194048.000,4840938496.000,27.489,27.364,nan,nan,30,0
shasum,80,1.000,9.856,3670016.000,nan,2,0,8291206,nmap,40,1.000,176.212,26411349.333,nan,2,0,114144868,eat-memory,0,1.000,0.432,78833322.667,nan,1,0,0,66.267,248.867,4787216384.000,4775082496.000,27.152,27.104,nan,nan,30,0
shasum,80,1.000,9.405,3227648.000,nan,2,0,7010503,nmap,40,1.000,164.023,25414826.667,nan,1,0,103187496,eat-memory,0,1.000,0.080,55646890.667,nan,1,0,0,67.533,235.300,4740374528.000,4744184832.000,26.974,26.989,nan,nan,30,0
shasum,80,1.000,7.174,3668528.762,nan,2,0,10904951,nmap,40,1.000,162.465,40143633.067,nan,2,0,581215019,eat-memory,20,1.000,66.860,98956697.600,nan,2,0,1226441866,69.067,324.017,4763699200.000,4847575552.000,27.067,27.396,nan,nan,40,0
shasum,80,1.000,7.659,3818188.800,nan,2,0,10290277,nmap,40,1.000,170.303,3272704.000,nan,2,0,300600729,eat-memory,20,1.000,67.195,3639068.444,nan,1,0,1142118215,67.867,296.917,4774856704.000,4828057600.000,27.108,27.318,nan,nan,30,0
shasum,80,1.000,7.760,3495936.000,nan,2,0,10192045,nmap,40,1.000,173.460,3895296.000,nan,2,0,257173097,eat-memory,20,1.000,66.588,93162593.524,nan,2,0,1130523897,60.933,307.484,4736788480.000,4791821824.000,26.950,27.170,nan,nan,70,0
shasum,80,1.000,8.509,3248128.000,nan,3,0,12010414,nmap,40,1.000,169.154,395132108.800,nan,2,0,7134253423,eat-memory,40,0.293,123.015,4108288.000,nan,1,1,10129518736,66.333,362.360,4799571968.000,5326119321.600,27.210,29.305,nan,nan,30,1
shasum,80,1.000,8.555,3682048.000,nan,2,0,12048242,nmap,40,1.000,180.856,476672955.733,nan,2,0,7050917230,eat-memory,40,0.296,131.388,186265736.533,nan,1,1,10268030173,69.933,376.813,5032237056.000,5538539110.400,28.145,30.154,nan,nan,30,1
shasum,80,1.000,8.231,3426816.000,nan,2,0,14785712,nmap,40,0.999,168.929,429760648.533,nan,2,0,7503973580,eat-memory,40,0.253,114.795,169560637.440,nan,1,1,10605727359,64.067,354.613,5036910592.000,5419684659.200,28.167,29.684,nan,nan,35,1
shasum,80,1.000,7.768,4082619.733,nan,2,0,12394041,nmap,60,0.999,233.932,3260416.000,nan,2,0,3854028296,eat-memory,0,1.000,0.075,66819072.000,nan,1,0,0,67.000,309.283,4906172416.000,5208841216.000,27.627,28.835,nan,nan,30,0
shasum,80,1.000,7.686,3622912.000,nan,2,0,10259523,nmap,60,1.000,252.469,3759957.333,nan,2,0,2851096653,eat-memory,0,1.000,0.274,65822720.000,nan,1,0,0,62.600,311.917,4907171840.000,5154820608.000,27.648,28.633,nan,nan,25,0
shasum,80,1.000,7.354,3759718.400,nan,2,0,10519856,nmap,60,1.000,262.890,381582336.000,nan,2,0,3073739169,eat-memory,0,1.000,0.089,48414720.000,nan,1,0,0,63.333,320.433,4898043904.000,5201172992.000,27.596,28.793,nan,nan,25,0
shasum,80,1.000,7.450,3707539.911,nan,2,0,11290216,nmap,60,0.999,203.631,3544792.178,nan,3,0,12003869785,eat-memory,20,1.000,69.134,99408570.921,nan,2,0,1511262333,61.800,355.427,4930713600.000,5472359424.000,27.708,29.862,nan,nan,30,0
shasum,80,1.000,7.807,3569664.000,nan,2,0,16769878,nmap,60,1.000,221.610,69009408.000,nan,2,0,10784234012,eat-memory,20,1.000,75.580,3237888.000,nan,2,0,1418606872,68.600,380.293,4993681408.000,5490724864.000,27.962,29.942,nan,nan,20,0
shasum,80,1.000,8.754,3810713.600,nan,2,0,13326937,nmap,60,0.941,161.815,142800896.000,nan,2,0,14650913258,eat-memory,20,1.000,78.661,3534848.000,nan,2,0,1314874146,68.867,331.840,4930629632.000,5247664128.000,27.705,28.964,nan,nan,45,0
shasum,80,1.000,7.742,3487914.667,nan,2,0,11887854,nmap,60,0.847,169.499,3764224.000,nan,2,1,17649143546,eat-memory,40,0.263,130.262,180508623.238,nan,1,1,10701544105,63.467,416.356,4854808576.000,5352618325.333,27.384,29.374,nan,nan,70,1
shasum,80,1.000,7.610,2815317.333,nan,3,0,11541919,nmap,60,0.986,192.496,69611520.000,nan,2,0,16526219238,eat-memory,40,0.189,124.887,190252942.222,nan,1,1,13295513103,69.000,398.267,5017970688.000,5561056938.667,28.052,30.219,nan,nan,40,1
shasum,80,1.000,7.815,2756152.889,nan,2,0,12062818,nmap,60,0.843,198.273,69274282.667,nan,2,1,19058122014,eat-memory,40,0.258,135.869,193020814.222,nan,1,1,11560543770,66.000,405.800,5052221440.000,5684956842.667,28.190,30.715,nan,nan,65,1
shasum,80,1.000,8.195,3198976.000,nan,2,0,11388362,nmap,80,0.998,303.376,239931392.000,nan,2,0,12273973415,eat-memory,0,1.000,0.772,53995656.533,nan,1,0,0,61.667,375.360,4963577856.000,5379283353.600,27.832,29.493,nan,nan,110,0
shasum,80,1.000,9.259,3412878.222,nan,2,0,9728370,nmap,80,0.915,259.436,356552704.000,nan,2,0,14647917321,eat-memory,0,1.000,0.227,43222357.333,nan,1,0,0,62.200,340.122,5009246208.000,5378051072.000,28.016,29.485,nan,nan,75,0
shasum,80,1.000,7.660,3512832.000,nan,2,0,10019632,nmap,80,0.557,185.053,3735552.000,nan,1,1,18014324715,eat-memory,0,1.000,0.092,42004401.981,nan,1,0,0,61.867,298.981,4934356992.000,5189826560.000,27.706,28.731,nan,nan,70,1
shasum,80,1.000,8.426,3272192.000,nan,3,0,12856397,nmap,80,0.761,254.816,711323648.000,nan,2,1,20764760688,eat-memory,20,1.000,81.041,3308544.000,nan,3,0,1469702620,70.067,400.757,4927481856.000,5502228138.667,27.687,29.981,nan,nan,25,1
shasum,80,1.000,8.009,12816634.311,nan,2,0,13576743,nmap,80,0.909,241.467,3944448.000,nan,2,0,18773937035,eat-memory,20,1.000,75.008,3341824.000,nan,2,0,1645504925,66.200,414.689,5010931712.000,5572574549.333,28.017,30.264,nan,nan,65,0
shasum,80,1.000,7.735,3287552.000,nan,2,0,13199390,nmap,80,0.851,219.819,310325816.889,nan,2,1,18448867456,eat-memory,20,1.000,72.861,3635200.000,nan,2,0,1866825229,68.733,418.767,5056845824.000,5607699456.000,28.214,30.412,nan,nan,35,1
shasum,80,1.000,7.475,3330457.600,nan,2,0,10970503,nmap,100,0.834,296.898,3661824.000,nan,1,1,17356065387,eat-memory,0,1.000,0.123,43908014.730,nan,1,0,0,59.067,408.611,5056978944.000,5561568597.333,28.203,30.226,nan,nan,65,1
shasum,80,1.000,7.593,3565568.000,nan,3,0,11150783,nmap,100,0.793,317.471,233973987.556,nan,3,1,18860222775,eat-memory,0,1.000,0.099,41996970.667,nan,1,0,0,62.267,401.056,5047617536.000,5675456512.000,28.168,30.685,nan,nan,65,1
shasum,80,1.000,6.583,3539968.000,nan,3,0,10563823,nmap,100,0.638,253.215,395977406.171,nan,3,1,19189208132,eat-memory,0,1.000,0.080,40859550.476,nan,1,0,0,58.667,366.371,5056280576.000,5450240877.714,28.211,29.790,nan,nan,110,1
shasum,100,1.000,16.209,3665920.000,nan,2,0,6697628,nmap,0,1.000,0.157,3416234.667,nan,1,0,0,eat-memory,0,1.000,0.104,40869790.476,nan,1,0,0,64.533,117.717,5039417344.000,4954573312.000,28.150,27.809,nan,nan,40,0
shasum,100,1.000,18.760,3506176.000,nan,2,0,6411127,nmap,0,1.000,0.091,3950592.000,nan,1,0,0,eat-memory,0,1.000,0.101,40873984.000,nan,1,0,0,63.867,114.633,4811978752.000,4783601152.000,27.234,27.121,nan,nan,30,0
shasum,100,1.000,18.461,6012928.000,nan,2,0,6677259,nmap,0,1.000,0.086,4154368.000,nan,1,0,0,eat-memory,0,1.000,0.119,40926890.667,nan,1,0,0,65.267,113.717,4743368704.000,4738359808.000,26.961,26.941,nan,nan,30,0
shasum,100,1.000,14.874,9612458.667,nan,2,0,6500428,nmap,0,1.000,0.090,4337834.667,nan,1,0,0,eat-memory,20,1.000,70.273,94967637.333,nan,1,0,1085571471,64.933,167.767,4767983616.000,4804641280.000,27.060,27.205,nan,nan,30,0
shasum,100,1.000,14.299,6412288.000,nan,2,0,6477888,nmap,0,1.000,0.105,4630776.686,nan,1,0,0,eat-memory,20,1.000,79.861,3764224.000,nan,2,0,1086177103,62.800,177.367,4782327808.000,4815933952.000,27.124,27.255,nan,nan,40,0
shasum,100,1.000,15.169,5961728.000,nan,2,0,6400053,nmap,0,1.000,0.092,4886016.000,nan,1,0,0,eat-memory,20,1.000,70.245,7600128.000,nan,1,0,1085410568,60.467,164.533,4786673664.000,4820024832.000,27.137,27.268,nan,nan,45,0
shasum,100,1.000,12.072,9988973.714,nan,2,0,6868617,nmap,0,1.000,0.068,5182893.105,nan,1,0,0,eat-memory,40,1.000,146.765,2953216.000,nan,2,0,1087627211,65.067,234.500,4807569408.000,4867466752.000,27.224,27.460,nan,nan,40,0
shasum,100,1.000,12.446,9195383.467,nan,2,0,7371165,nmap,0,1.000,0.085,5387946.667,nan,1,0,0,eat-memory,40,1.000,139.384,10207232.000,nan,1,0,1089229633,62.800,217.883,4721197056.000,4795531264.000,26.879,27.173,nan,nan,45,0
shasum,100,1.000,13.420,6483968.000,nan,2,0,7272033,nmap,0,1.000,0.079,5619882.667,nan,1,0,0,eat-memory,40,1.000,136.652,67700736.000,nan,2,0,1089770718,65.200,235.783,4782438400.000,4855243264.000,27.127,27.414,nan,nan,40,0
shasum,100,1.000,10.431,9633792.000,nan,2,0,8898466,nmap,0,1.000,0.077,5816285.867,nan,1,0,0,eat-memory,60,1.000,201.402,10540555.378,nan,1,0,1106866892,70.467,275.217,4785350656.000,4900803072.000,27.137,27.594,nan,nan,30,0
shasum,100,1.000,9.961,3811991.162,nan,2,0,9266291,nmap,0,1.000,0.077,5990019.657,nan,1,0,0,eat-memory,60,1.000,189.009,3566523.733,nan,2,0,1137372662,68.200,300.350,4771530752.000,4861897216.000,27.088,27.445,nan,nan,25,0
shasum,100,1.000,10.664,2707456.000,nan,2,0,9730357,nmap,0,1.000,0.081,6145365.333,nan,1,0,0,eat-memory,60,1.000,210.624,207111680.000,nan,1,0,1133582436,62.933,283.967,4712609792.000,4834728960.000,26.851,27.335,nan,nan,30,0
